kodi_projekti,emertimi,kodi_institucioni,kodi_programi,viti_fiskal,kodi_llogarie_ekonomike,burimi_i_financimit
PRJ-001375,Loti 2:“Blerje Paisje teknologjike per zyrën Flagship”,INST-0456,,2026,231,Financim i huaj
PRJ-001376,“Blerje Paisje Tik” ndarë në 2(dy) lote,INST-0456,,2026,231,Të ardhura të trashiguara
PRJ-001377,Loti 1: “Blerje Paisje elektronike”,INST-0456,,2026,230,Të ardhura të trashiguara
PRJ-001378,“Shtrim me beton i segmenteve te rruges Polican-Sopik”,INST-0125,,2026,231,Financim i huaj
PRJ-001379,“Mobilje zyre për nevojat e institucioneve”,INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-001380,Blerje te mjeteve te emergjencave civile dhe mirembajtjes se infrastruktures ne Bashkine e Tropojes.,INST-0173,,2026,230,Të ardhura të trashiguara
PRJ-001381,“F.V Mobilim Urban në Qytetin e Vlorës”,INST-0569,,2026,231,Buxheti i Shtetit
PRJ-001382,“F.V Arredim Urban në Territorin e Bashkisë Vlorë”,INST-0569,,2026,231,Financim i huaj
PRJ-001383,“F.V Tapet Bari Natyral”,INST-0569,,2026,230,Të ardhura të trashiguara
PRJ-001384,"Blerje Bileta Transporti Ajror Nderkombetar "" Tiranë-Bruksel-Tirane""",INST-0180,,2026,230,Të ardhura të trashiguara
PRJ-001385,Shërbime GPS për mjetet,INST-0915,,2026,231,Buxheti i Shtetit
PRJ-001386,"Projekti ""Christmas Market""",INST-0040,,2026,230,Të ardhura të trashiguara
PRJ-001387,Blerje kafaze te qendrimit te qenve,INST-0175,,2026,230,Financim i huaj
PRJ-001388,Blerje Motorrcikleta per nevojat e Ukt sh.a,INST-0915,,2026,231,Të ardhura të trashiguara
PRJ-001389,Blerje tonera,INST-0636,,2026,230,Buxheti i Shtetit
PRJ-001390,Blerje materiale pastrimi,INST-0144,,2026,230,Të ardhura të trashiguara
PRJ-001391,Blerje pjesë për makina,INST-0568,,2026,230,Financim i huaj
PRJ-001392,“Shërbim i shkatërrimit dhe evadimit të skrapit të krijuar nga dokumentet biometrike”,INST-0456,,2026,231,Financim i huaj
PRJ-001393,"Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme (delegacioni i ekspertëve të huaj) në Tiranë, në datat 25–28 korrik 2026.",INST-0364,,2026,231,Financim i huaj
PRJ-001394,Mbikqyrje objekti: “Rehabilitimi i rrugëve dytësore në zonën e Durrësit të Ri,INST-0126,,2026,231,Të ardhura të trashiguara
PRJ-001395,"“Sherbimi i mbikqyerjes se punimeve me objekt “Ndertimi i Parkut “Nene Tereza” dhe Pedonales “Faik Konica”, Lezhe”.",INST-0146,,2026,231,Buxheti i Shtetit
PRJ-001396,"Blerje mallra ushqimore për plotësimin e nevojave të çerdheve, kopshteve dhe konviktit të shkollës së mesme",INST-0132,,2026,230,Financim i huaj
PRJ-001397,Blerje pajisje kompjuterike,INST-0436,,2026,231,Buxheti i Shtetit
PRJ-001398,INSTALIMI I NDRIÇIMIT TË JASHTËM PERIMETRAL DHE NDRIÇIMIT NË RRUGËN E HYRJES KRYESORE TË IFBZ,INST-1016,,2026,231,Financim i huaj
PRJ-001399,"Ndertimi i parqeve te lojrave per femijet ne lagjen e Vjeter dhe ne lagjen e Re, Bulqize",INST-0118,,2026,230,Financim i huaj
PRJ-001400,"Ndërtim shpatulla e këmbza ure (për urë bejli), mbi përroin e prodanit (lidhja e fshatrave Prodan-Gjonç),  Bashkia Kolonjë, viti 2026",INST-0139,,2026,231,Buxheti i Shtetit
PRJ-001401,F.V Pajisje elektronike për nevoja të Bankës Shqiptare të Zhvillimit sha,INST-0115,,2026,231,Buxheti i Shtetit
PRJ-001402,"Shërbim telefonie dhe interneti, për institucionin dhe zgjedhjet 2027",INST-0535,,2026,230,Financim i huaj
PRJ-001403,Blerje  pjesë këmbimi për mjete,INST-0132,,2026,230,Financim i huaj
PRJ-001404,"Rikonstruksioni i rrugës Qazim Pali-Plazh, përgjat lumit",INST-0134,,2026,230,Buxheti i Shtetit
PRJ-001405,Blerje kamione per Ndermarrjen e Pastrimit per vitin 2026,INST-0175,,2026,230,Buxheti i Shtetit
PRJ-001406,"Rrjeti i dyte i kanaleve ujites, KU Shelqet Pistull, Bashkia Vau Dejes",INST-0174,,2026,230,Buxheti i Shtetit
PRJ-001407,Ndertimi i shkolles 9-vjecare Ismail Qemali per vitin 2026 Tipi i Kontratës,INST-0175,,2026,230,Të ardhura të trashiguara
PRJ-001408,Shpenzime për sigurimin e jetës së punonjësve zjarrfikës,INST-0126,,2026,230,Financim i huaj
PRJ-001409,Blerje kosha të vegjël për hapësira publike,INST-0568,,2026,231,Financim i huaj
PRJ-001410,Blerje Materiale Elektrike dhe Hidraulike,INST-0057,,2026,231,Financim i huaj
PRJ-001411,Blerje Automjet 6+1 për nevojat e Shoqërisë,INST-0915,,2026,230,Të ardhura të trashiguara
PRJ-001412,"SHËRBIME PROFESIONALE PËR SHËNDETIN E SIGURINË NË PUNË, SISTEMET E MENAXHIMIT ISO, MONITORIM MJEDISOR DHE MBËSHTETJE PËR LEJET MJEDISORE",INST-0404,,2026,231,Financim i huaj
PRJ-001413,“Marrje me qira mjete Reachstacker per nevoja te Terminalit te Konteniereve”,INST-0098,,2026,231,Financim i huaj
PRJ-001414,Ngritja e Qendrës me Sistemet Multipikative të Identifikimit Biometrik të personit (AMAIS) Qendra e Funizimit Materialo-Teknik Mullet.,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001415,"Mbështetje për Programin Operacional 2026-2029: Paketa B- Shërbime Konsulence, Projektimi dhe Mbikëqyrje për ndërhyrjet e permiresimit të shtresave asfaltike - Qarku (Elbasan, Korçë, Berat, Vlorë, Fier dhe Gjirokastër).",INST-0424,,2026,230,Buxheti i Shtetit
PRJ-001416,"Mbështetje për Programin Operacional 2026-2029: Paketa A - Shërbime Konsulence, Projektimi dhe Mbikëqyrje për ndërhyrjet e permiresimit të shtresave asfaltike – Qarku (Shkodër, Kukës, Lezhë, Durrës Tiranë, Dibër)”.",INST-0424,,2026,231,Financim i huaj
PRJ-001417,Marrje me qira Kamionë për Terminalin e Kontenierëve,INST-0098,,2026,231,Buxheti i Shtetit
PRJ-001418,"Ndërtimi i nyjeve multimodale të mobilitetit, Rajoni 3&4: Sistemimi urban për krijimin e parkimeve të hapura publike në Ksamil, Sarandë dhe Fushë Studen, Librazhd""",INST-0424,,2026,230,Buxheti i Shtetit
PRJ-001419,“Rikonstruksioni i Urgjencës për Spitalin Durrës ”,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-001420,Supervizion punimesh per objektin: Permiresim i eficences se energjise dhe implementim te paneleve fotovoltaike per shoqerine Shkoder,INST-0958,,2026,231,Financim i huaj
PRJ-001421,"Loti II : Mbikqyrje e objektit: ""Rivitalizimi urban i shesheve në anën veriore të unazës jugore ndërlidhëse midis kryqëzimit të Cërrikut dhe rrugës ""25 Nëntori”",INST-0127,,2026,230,Të ardhura të trashiguara
PRJ-001422,"“Mbikqyrja e punimeve në disa objekte"", i ndarë në lote",INST-0127,,2026,231,Buxheti i Shtetit
PRJ-001423,"Loti I : Mbikqyrje e objektit: ""Ndërtimi i rrugës së re nga Rotonda e varrezave deri në intersektimin me rrugën “Nos Josifi”, lagja “Emin Matraxhiu”",INST-0127,,2026,231,Buxheti i Shtetit
PRJ-001424,Ristrukturim dhe monitorim I venies ne zbatim te struktures organizative te shoqerise  Ujesjelles Kanalizime Tiranë,INST-0915,,2026,230,Financim i huaj
PRJ-001425,“Sherbim i postës elektronike zyrtare”,INST-0454,,2026,230,Buxheti i Shtetit
PRJ-001426,Loti 2: Mirëmbajtje rrjeti elektrik të UT-së,INST-1016,,2026,231,Financim i huaj
PRJ-001427,Mirëmbajtje rrjeti hidraulik dhe elektrik të UT-së,INST-1016,,2026,230,Buxheti i Shtetit
PRJ-001428,Loti 1: Mirëmbajtje rrjeti hidraulik të UT-së,INST-1016,,2026,230,Buxheti i Shtetit
PRJ-001429,Bileta të udhëtimit me destinacion në qytetin e Brunssum (Hollandë) për Ministrinë e Mbrojtjes në datën 02 Gusht 2026.,INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-001430,Sistemi i menaxhimit të praktikave të mbrojtjes së të dhënave dhe mirëmbajtja e tij për 2 vite,INST-0534,,2026,230,Financim i huaj
PRJ-001431,F/V materiale tuba presioni,INST-0098,,2026,230,Financim i huaj
PRJ-001432,Blerje kuti kartoni dhe lidhëse plastike për mbylljen e kutive,INST-0456,,2026,230,Buxheti i Shtetit
PRJ-001433,Furnizim vendosje e dhomave frigoriferike ne kopshtin 3 Deshmoret,INST-0136,,2026,231,Financim i huaj
PRJ-001434,Blerje Pajisje IT,INST-0504,,2026,231,Financim i huaj
PRJ-001435,“Furnizim instalim mbrojtje rele për bllokun gjenerator - transformator në 8 panelet e sistemit të mbrojtjes rele në HEC Koman”.,INST-0921,,2026,230,Buxheti i Shtetit
PRJ-001436,Blerje kasa automatike per sistemet e parkimit,INST-1002,,2026,231,Financim i huaj
PRJ-001437,“Sherbimi i mirembajtjes te sipërfaqeve të gjebërta dhe varrezave ne qytetin e Lezhes”.,INST-0146,,2026,231,Financim i huaj
PRJ-001438,"Loti 2 - “Furnizim me lëndë djegëse, Benzinë pa plumb ”",INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001439,Furnizim me lende djegese,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-001440,"Loti 1 -“Furnizim me lëndë djegëse, Gazoil 10 ppm”",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-001441,“Blerje orendish dhe pajisjesh zyre” për nevojat e disa Autoriteteve Kontraktore,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001442,Krijimi i parkut rekreativ në Lagjen e Re,INST-0156,,2026,231,Financim i huaj
PRJ-001443,"’Rehabilitimi Kolektoreve te KUZ ne Qytetin e Kukesit,  Bashkia Kukes’’",INST-0966,,2026,231,Financim i huaj
PRJ-001444,Rikonstruksion Rruga Lidhese Sinaballaj Faza II,INST-0165,,2026,230,Financim i huaj
PRJ-001445,"Supervizion punimesh per objektin: Ndertim i rrjetit te KUZ per zonen e Shirokes dhe ndertim I rrjetit KUZ per zonen Zogaj, Bashkia Shkoder",INST-0958,,2026,231,Buxheti i Shtetit
PRJ-001446,"“Riparim-mirëmbajtje e dyerve elektrike për QSUNT, për 24 muaj.”",INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001447,"Supervizion punimesh Ndërtim - Projektim rruga ""Çarja e Zaltës"" - rruga ""Kasem Caushi"" - ""Kostandin Kristoforidhi"" dhe ""17 Nëntori"" me rrugën dytësore të autostradës Tiranë - Durrës",INST-0099,,2026,230,Financim i huaj
PRJ-001448,"""Uniforma dhe pajisje pune"".",INST-0164,,2026,230,Financim i huaj
PRJ-001449,Blerje e vaksinave REV-1 kundër sëmundjes së brucelozës në të imta për AKVMB-në për vitin 2026,INST-0621,,2026,231,Financim i huaj
PRJ-001450,Loti 2: Blerje automjeti për nevoja të D.SH.P.A.,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001451,"Blerje automjete për ISHMT dhe DSHPA, ndarë në 2 (dy) lote",INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001452,Loti 1: Blerje automjeti për ISHMT,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-001453,Bilete avioni Tirane-Nice-Tirane,INST-0336,,2026,231,Buxheti i Shtetit
PRJ-001454,Furnizim vendosje kondicionerë,INST-1011,,2026,230,Financim i huaj
PRJ-001455,Mirëmbajtja e objekteve publike,INST-0575,,2026,230,Buxheti i Shtetit
PRJ-001456,Shpenzime për blerje pajisje profesionale që ju shërbejnë strukturave të MZSH-së”,INST-0141,,2026,231,Të ardhura të trashiguara
PRJ-001457,"Ndertim i Ujesjellesit te fshatit Gusmar, Bashkia Tepelene",INST-0964,,2026,231,Buxheti i Shtetit
PRJ-001458,"RIKOSTRUKSIONI I UJESJELLESIT PER LAGJET GERHOT DHE VIRUA , BASHKIA GJIROKASTER"".",INST-0964,,2026,230,Të ardhura të trashiguara
PRJ-001459,Ndertim i Impiantit te ujrave te perdorura (ITUN ) Bashkia Prrenjas “ faza e pare,INST-0969,,2026,231,Buxheti i Shtetit
PRJ-001460,“Ndërtim i rrugës lidhëse të unazës verilindore me rrugën e Arbërit”,INST-0099,,2026,231,Financim i huaj
PRJ-001461,"SHPENZIME,PAJISJE DHE INSTALIM I KONDICIONEREVE”",INST-1007,,2026,231,Buxheti i Shtetit
PRJ-001462,Ndërhyrje për ngritjen e modeleve të qëndrueshme SMECO në zona urbane me potencial zhvillimi: Ndërtim kapanoni për ARRKO Kolonjë,INST-0424,,2026,231,Të ardhura të trashiguara
PRJ-001463,Blerje bileta avioni,INST-1008,,2026,230,Financim i huaj
PRJ-001464,"“Sistemim dhe asfaltim i rrugës së fshatit Pishkash, Njësia Administrative Qukës, Bashkia Prrenjas”",INST-0161,,2026,231,Buxheti i Shtetit
PRJ-001465,"Blerje biletë avioni Tiranë – Milano, Milano - Tiranë",INST-0622,,2026,231,Financim i huaj
PRJ-001466,Bileta të udhëtimit me destinacion në qytetin e Milanos për Ministrinë e Shëndetsisë dhe Mirëqënies Sociale në datat 21-23 korrik 2026,INST-0364,,2026,230,Buxheti i Shtetit
PRJ-001467,Bileta të udhëtimit për Ministrinë e Bujqësisë dhe Zhvillimit Rural në qytetin e Stambollit (Turqi) në datat 20 Korrik – 22 Korrik 2026.,INST-0364,,2026,231,Buxheti i Shtetit
PRJ-001468,Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme në Londër në datën 22 korrik 2026.,INST-0364,,2026,231,Financim i huaj
PRJ-001469,Lyerje e ambienteve të Universitetit “Ismail Qemali” Vlorë,INST-1010,,2026,231,Të ardhura të trashiguara
PRJ-001470,Blerje bazë materiale për rehabilitimin e pjesshem te perroit ne Lagjen e Re Loti III dhe rehabilitimi i pjesshem i Perroit Dukas Loti II,INST-0156,,2026,230,Të ardhura të trashiguara
PRJ-001471,Blerje bileta avioni,INST-1008,,2026,230,Të ardhura të trashiguara
PRJ-001472,Loti 2 Blerje materiale HPLC,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001473,Blerje materiale për 3GC/MS dhe Blerje materiale HPLC për Institutin e Policisë Shkencore,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001474,Loti 1 Blerje materiale për 3 GC/MS,INST-0621,,2026,231,Financim i huaj
PRJ-001475,"Furnizim dhe instalim transformator fuqie 13.8/245 kV, 170 MVA për AG1 në HEC Koman",INST-0921,,2026,230,Të ardhura të trashiguara
PRJ-001476,Blerje mjet teknologjik per mbetjet urbane,INST-0122,,2026,230,Buxheti i Shtetit
PRJ-001477,BLERJE VEGLA PUNE DHE PAJISJE PËR NDËRTIM,INST-0330,,2026,230,Buxheti i Shtetit
PRJ-001478,"Loti 2: Zhvillimi teknik (programim) i platformës website, CMS dhe implementimi teknik i komunikimit digjital për Galerinë Kombëtare të Arteve",INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001479,"“Shërbim për konceptimin dhe dizanjimin e identitetit vizual, sistemit të komunikimit, platformës digjitale dhe sinjalistikës së Galerisë Kombëtare të Arteve.”",INST-0621,,2026,230,Të ardhura të trashiguara
PRJ-001480,"Loti 1: Konceptimi dhe dizajnimi i identitetit vizual, dizajnit të websitit, sistemit të komunikimit institucional, dizajnit editorial dhe sinjalistikës/wayfinding për Galerinë Kombëtare të Arteve,",INST-0621,,2026,230,Financim i huaj
PRJ-001481,F.V. ambjente pune për punetorët,INST-0057,,2026,231,Të ardhura të trashiguara
PRJ-001482,Blerje Kabell ABC dhe aksesore,INST-0243,,2026,231,Buxheti i Shtetit
PRJ-001483,Evadim i mbetjeve të rrezikshme spitalore për Drejtorinë e Shërbimit Spitalor Gramsh,INST-0621,,2026,231,Financim i huaj
PRJ-001484,Loti 1 - Pajisje mjekësore për ndërhyrje ortopedike,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001485,Loti 2 - Njësi imazherike C-Arm për ortopedi,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001486,Loti 3 - Pajisje mjekësore për reanimacion dhe monitorim,INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001487,Loti 4 - Pajisje mjekësore për neonatologji dhe obstetrikë,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001488,Loti 5 - Pajisje mjekësore për ORL,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-001489,Loti 6 - Blerje pajisje mjekësore EEG,INST-0621,,2026,231,Të ardhura të trashiguara
PRJ-001490,Loti 7 - Blerje pajisje për pneumologji,INST-0621,,2026,231,Financim i huaj
PRJ-001491,Loti 8 - Pajisje për bankën e gjakut,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001492,Blerje aparatura mjekësore për nevoja të Spitalit Rajonal Durrës,INST-0621,,2026,231,Buxheti i Shtetit
PRJ-001493,Loti 9 - Blerje sistem endoskopie,INST-0621,,2026,231,Financim i huaj
PRJ-001494,Blerje pajisje pune,INST-0957,,2026,230,Buxheti i Shtetit
PRJ-001495,Materiale elektrike,INST-0121,,2026,230,Të ardhura të trashiguara
PRJ-001496,"“Sigurim shëndetësor për personelin e Ministrisë së Mbrojtjes në përfaqësitë ushtarake dhe familjarët e tyre në ngarkim, të emëruar me detyrë jashtë Republikës së Shqipërisë”",INST-0621,,2026,230,Buxheti i Shtetit
PRJ-001497,Bileta të udhëtimit për Ministrinë e Mbrojtjes në qytetin e Stambollit (Turqi) në datën 1 Gusht 2026.,INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-001498,"Ndërtim rrjeti shpërndarës ujësjellësi për fshatin Tragjas dhe rehabilitim dhe vënie në funksion të KUZ, fshati Tragjas",INST-0957,,2026,230,Buxheti i Shtetit
PRJ-001499,Investime pilot për transformimin e  infrastrukturës së shërbimeve  dhe rritjes së standardit të jetës në komunitet: “Përshtatje e mjediseve për akomodimin e “Njësisë së Sigurisë Publike Shkodër,INST-0424,,2026,231,Buxheti i Shtetit
PRJ-001500,Bileta të udhëtimit për Ministrinë e Mbrojtjes në qytetin e Frankfurtit (Gjermani) në datën 2 Gusht 2026.,INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-001501,: Hidroizolim i tarracës për Universitetin “Ismail Qemali” Vlorë,INST-1010,,2026,231,Të ardhura të trashiguara
PRJ-001502,Ndërtimi i godinës së shërbimit MZSH,INST-0134,,2026,231,Buxheti i Shtetit
PRJ-001503,"Sistemim asfaltim I rruges se fshatit Hotesh (Katund I Ri -Hotesh) ,Bashkia Diber",INST-0122,,2026,231,Buxheti i Shtetit
PRJ-001504,Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme në Bruksel në datën 22 Korrik 2026.,INST-0364,,2026,231,Buxheti i Shtetit
PRJ-001505,Bileta të udhëtimit për Ministrinë për Evropën dhe Punët e Jashtme në Bruksel në datën 20 Korrik 2026.”,INST-0364,,2026,231,Të ardhura të trashiguara
PRJ-001506,BLERJEN E 7 BILETAVE ME DESTINACION MYNIHUN UST,INST-1015,,2026,231,Financim i huaj
PRJ-001507,Blerje bileta avioni,INST-1008,,2026,231,Financim i huaj
PRJ-001508,Blerje kancelari për nevoja të Shoqërisë,INST-0915,,2026,230,Financim i huaj
PRJ-001509,“Blerje stabilizator tensioni elektro-mekanik 200 KV”,INST-0337,,2026,231,Financim i huaj
PRJ-001510,Blerje makinë bot uji,INST-0131,,2026,230,Të ardhura të trashiguara
PRJ-001511,"Organizimi i panairit ""Taverna e Adriatikut",INST-0126,,2026,231,Buxheti i Shtetit
PRJ-001512,"""Ndërtim banese rrezik shembjeje,lagjja Fetanaj, Ngjeqar""",INST-0164,,2026,231,Financim i huaj
PRJ-001513,Ndërtimi i shkallëve për te gjimnazi ‘Spiro Gjiknuri’,INST-0134,,2026,230,Buxheti i Shtetit
PRJ-001514,Rimodelimi i Sallës Së Gjykimit Nr. 5 dhe Dy Zyra Drejtuesish,INST-0436,,2026,230,Buxheti i Shtetit
PRJ-001515,Blerje impiant peshimi,INST-0337,,2026,231,Buxheti i Shtetit
PRJ-001516,"Mbështetje për Programin Operacional 2026-2029: Paketa F- Shërbime Konsulence, Projektimi dhe Mbikëqyrje për permiresimin e transportit dhe aksesit nëpërmjet ndërhyrjeve në rrugët e bardha etj, Qarku (Elbasan, Korçë, Berat, Vlorë, Fier, Gjirokastër",INST-0424,,2026,230,Buxheti i Shtetit
PRJ-001517,Blerje automjet fuoristrad per transportin e trupave,INST-0127,,2026,230,Të ardhura të trashiguara
PRJ-001518,"Mbështetje për Programin Operacional 2025-2028: Paketa H- Shërbime Konsulence, Projektim dhe Mbikëqyrje për ndërhyrjet e përmirësimit të konektivitetit rajonal dhe infrastruktures urbane, etj)”.",INST-0424,,2026,231,Financim i huaj
PRJ-001519,"Mbështetje për Programin Operacional 2026-2029: Paketa D- Shërbime Konsulence, Projektimi dhe Mbikëqyrje për ndërhyrjet rigjeneruese në blloqet e banimit - (Fasadat) Qarku (Elbasan, Korçë, Berat, Vlorë, Fier, Gjirokastër",INST-0424,,2026,230,Të ardhura të trashiguara
PRJ-001520,"Mbështetje për Programin Operacional 2026-2029: Paketa E-Shërbime Konsulence, Projektimi dhe Mbikëqyrje për permiresimin e transportit dhe aksesit nëpërmjet ndërhyrjeve në rrugët e bardha etj, Qarku (Shkodër, Kukës, Lezhë, Durrës Tiranë, Dibër).",INST-0424,,2026,230,Buxheti i Shtetit
PRJ-001521,"Mbështetje për Programin Operacional 2026-2029: Paketa C- Shërbime Konsulence, Projektimi dhe Mbikëqyrje për ndërhyrjet rigjeneruese në blloqet e banimit - (Fasadat) Qarku (Shkodër, Kukës, Lezhë, Durrës Tirane, Dibër",INST-0424,,2026,230,Të ardhura të trashiguara
PRJ-001522,Loti 2: Blerje tonera për UT,INST-1016,,2026,230,Të ardhura të trashiguara
PRJ-001523,"Blerje letër, materiale kancelarie dhe tonera për UT",INST-1016,,2026,230,Buxheti i Shtetit
PRJ-001524,Loti 1: Blerje letër e materiale kancelarie për UT,INST-1016,,2026,231,Buxheti i Shtetit
PRJ-001525,Sistemim asfaltim rruga Lunik-Prevalle-Dranovice faza III Nj.Adm Lunik,INST-0148,,2026,231,Të ardhura të trashiguara
PRJ-001526,"Bileta të udhëtimit për Drejtorinë e Shërbimeve Qeveritare, Drejtorinë e Trajtimit të Trupit Diplomatik, në Romë 20–21 Korrik 2026.",INST-0364,,2026,231,Financim i huaj
