kodi_projekti,referenca_kerkeses_obp,real_ref_no,chain_status,numri_angazhimit,numri_kontrates,real_winner_nipt,real_contract_value,numri_fatures,fature_statusi,numri_urdherit_shpenzimit,contract_link_is_real_match
PRJ-002414,REQ-002415,REF-87395-05-26-2026,procured_and_contracted,ANG-0001379,KontratëNr-0001380,L81912032H,350000.0,FAT-0002738,pranuar,URDH-0002500,False
PRJ-002414,REQ-002415,REF-87395-05-26-2026,procured_and_contracted,ANG-0001379,KontratëNr-0001380,L81912032H,350000.0,FAT-0002739,pranuar,URDH-0002501,False
PRJ-002415,REQ-002416,REF-87397-05-26-2026,procured_and_contracted,ANG-0001380,KontratëNr-0001381,M11415504D,83600.0,FAT-0002740,pranuar,URDH-0002502,False
PRJ-002416,REQ-002417,REF-87400-05-26-2026,procured_and_contracted,ANG-0001381,KontratëNr-0001382,L92318009L,102340.0,FAT-0002741,pranuar,URDH-0002503,False
PRJ-002416,REQ-002417,REF-87400-05-26-2026,procured_and_contracted,ANG-0001381,KontratëNr-0001382,L92318009L,102340.0,FAT-0002742,pranuar,URDH-0002504,False
PRJ-002417,REQ-002418,REF-87404-05-26-2026,procured_and_contracted,ANG-0001382,,M42927603M,50000.0,FAT-0002743,pranuar,URDH-0002505,False
PRJ-002417,REQ-002418,REF-87404-05-26-2026,procured_and_contracted,ANG-0001382,,M42927603M,50000.0,FAT-0002744,pranuar,URDH-0002506,False
PRJ-002417,REQ-002418,REF-87404-05-26-2026,procured_and_contracted,ANG-0001382,,M42927603M,50000.0,FAT-0002745,refuzuar,,False
PRJ-002418,REQ-002419,REF-87406-05-26-2026,procured_and_contracted,ANG-0001383,KontratëNr-0001384,J66902033R,99600.0,FAT-0002746,pranuar,URDH-0002507,False
PRJ-002419,REQ-002420,REF-87408-05-26-2026,procured_and_contracted,ANG-0001384,KontratëNr-0001385,L76414203K,61800.0,FAT-0002747,pranuar,URDH-0002508,False
PRJ-002419,REQ-002420,REF-87408-05-26-2026,procured_and_contracted,ANG-0001384,KontratëNr-0001385,L76414203K,61800.0,FAT-0002748,pranuar,URDH-0002509,False
PRJ-002420,REQ-002421,REF-87415-05-26-2026,procured_and_contracted,ANG-0001385,KontratëNr-0001386,M52213505B,219800.0,FAT-0002749,pranuar,URDH-0002510,False
PRJ-002421,REQ-002422,REF-87417-05-26-2026,procured_and_contracted,ANG-0001386,KontratëNr-0001387,M41427008A,35000.0,FAT-0002750,pranuar,URDH-0002511,False
PRJ-002421,REQ-002422,REF-87417-05-26-2026,procured_and_contracted,ANG-0001386,KontratëNr-0001387,M41427008A,35000.0,FAT-0002751,pranuar,URDH-0002512,False
PRJ-002421,REQ-002422,REF-87417-05-26-2026,procured_and_contracted,ANG-0001386,KontratëNr-0001387,M41427008A,35000.0,FAT-0002752,pranuar,URDH-0002513,False
PRJ-002422,REQ-002423,REF-87420-05-26-2026,procured_and_contracted,ANG-0001387,,L81325020I,29083.0,FAT-0002753,pranuar,URDH-0002514,False
PRJ-002422,REQ-002423,REF-87420-05-26-2026,procured_and_contracted,ANG-0001387,,L81325020I,29083.0,FAT-0002754,pranuar,URDH-0002515,False
PRJ-002422,REQ-002423,REF-87420-05-26-2026,procured_and_contracted,ANG-0001387,,L81325020I,29083.0,FAT-0002755,pranuar,URDH-0002516,False
PRJ-002423,REQ-002424,REF-87423-05-26-2026,procured_and_contracted,ANG-0001388,KontratëNr-0001389,,0.0,FAT-0002756,pranuar,URDH-0002517,False
PRJ-002423,REQ-002424,REF-87423-05-26-2026,procured_and_contracted,ANG-0001388,KontratëNr-0001389,,0.0,FAT-0002757,pranuar,URDH-0002518,False
PRJ-002423,REQ-002424,REF-87423-05-26-2026,procured_and_contracted,ANG-0001388,KontratëNr-0001389,,0.0,FAT-0002758,pranuar,URDH-0002519,False
PRJ-002424,REQ-002425,REF-87428-05-26-2026,procured_and_contracted,ANG-0001389,KontratëNr-0001390,K91329017I,98500.0,FAT-0002759,pranuar,URDH-0002520,False
PRJ-002425,REQ-002426,REF-87430-05-26-2026,procured_and_contracted,ANG-0001390,KontratëNr-0001391,L12107043O,90946.0,FAT-0002760,pranuar,URDH-0002521,False
PRJ-002425,REQ-002426,REF-87430-05-26-2026,procured_and_contracted,ANG-0001390,KontratëNr-0001391,L12107043O,90946.0,FAT-0002761,pranuar,URDH-0002522,False
PRJ-002425,REQ-002426,REF-87430-05-26-2026,procured_and_contracted,ANG-0001390,KontratëNr-0001391,L12107043O,90946.0,FAT-0002762,refuzuar,,False
PRJ-002426,REQ-002427,REF-87432-05-26-2026,procured_and_contracted,ANG-0001391,KontratëNr-0001392,L81722022V,144800.0,FAT-0002763,refuzuar,,False
PRJ-002426,REQ-002427,REF-87432-05-26-2026,procured_and_contracted,ANG-0001391,KontratëNr-0001392,L81722022V,144800.0,FAT-0002764,refuzuar,,False
PRJ-002427,REQ-002428,REF-87436-05-26-2026,procured_and_contracted,ANG-0001392,KontratëNr-0001393,K91413010N,3195525.0,FAT-0002765,pranuar,URDH-0002523,False
PRJ-002428,REQ-002429,REF-87438-05-26-2026,procured_and_contracted,ANG-0001393,KontratëNr-0001394,L91616027G,3296552.0,FAT-0002766,refuzuar,,False
PRJ-002429,REQ-002430,REF-87440-05-26-2026,procured_and_contracted,ANG-0001394,KontratëNr-0001395,L21931014G,151200.0,FAT-0002767,pranuar,URDH-0002524,False
PRJ-002430,REQ-002431,REF-87443-05-26-2026,procured_and_contracted,ANG-0001395,KontratëNr-0001396,K63121801C,1700.0,FAT-0002768,refuzuar,,False
PRJ-002430,REQ-002431,REF-87443-05-26-2026,procured_and_contracted,ANG-0001395,KontratëNr-0001396,K63121801C,1700.0,FAT-0002769,pranuar,URDH-0002525,False
PRJ-002430,REQ-002431,REF-87443-05-26-2026,procured_and_contracted,ANG-0001395,KontratëNr-0001396,K63121801C,1700.0,FAT-0002770,pranuar,URDH-0002526,False
PRJ-002431,REQ-002432,REF-87445-05-26-2026,procured_and_contracted,ANG-0001396,KontratëNr-0001397,L22203042N,9767620.0,FAT-0002771,pranuar,URDH-0002527,False
PRJ-002432,REQ-002433,REF-87447-05-26-2026,procured_and_contracted,ANG-0001397,KontratëNr-0001398,M56320006C,777777.0,FAT-0002772,pranuar,URDH-0002528,False
PRJ-002433,REQ-002434,REF-87451-05-26-2026,procured_and_contracted,ANG-0001398,KontratëNr-0001399,L32320008H,23500.0,FAT-0002773,pranuar,URDH-0002529,False
PRJ-002433,REQ-002434,REF-87451-05-26-2026,procured_and_contracted,ANG-0001398,KontratëNr-0001399,L32320008H,23500.0,FAT-0002774,pranuar,URDH-0002530,False
PRJ-002434,REQ-002435,REF-87454-05-26-2026,procured_and_contracted,ANG-0001399,KontratëNr-0001400,M42216504H,298000.0,FAT-0002775,pranuar,URDH-0002531,False
PRJ-002434,REQ-002435,REF-87454-05-26-2026,procured_and_contracted,ANG-0001399,KontratëNr-0001400,M42216504H,298000.0,FAT-0002776,pranuar,URDH-0002532,False
PRJ-002434,REQ-002435,REF-87454-05-26-2026,procured_and_contracted,ANG-0001399,KontratëNr-0001400,M42216504H,298000.0,FAT-0002777,pranuar,URDH-0002533,False
PRJ-002435,REQ-002436,REF-87457-05-26-2026,procured_and_contracted,ANG-0001400,KontratëNr-0001401,L72203065K,289294.4,FAT-0002778,pranuar,URDH-0002534,False
PRJ-002435,REQ-002436,REF-87457-05-26-2026,procured_and_contracted,ANG-0001400,KontratëNr-0001401,L72203065K,289294.4,FAT-0002779,pranuar,URDH-0002535,False
PRJ-002436,REQ-002437,REF-87505-05-26-2026,procured_and_contracted,ANG-0001401,KontratëNr-0001402,M41707006H,3128000.0,FAT-0002780,pranuar,URDH-0002536,False
PRJ-002436,REQ-002437,REF-87505-05-26-2026,procured_and_contracted,ANG-0001401,KontratëNr-0001402,M41707006H,3128000.0,FAT-0002781,pranuar,URDH-0002537,False
PRJ-002437,REQ-002438,REF-87507-05-26-2026,procured_and_contracted,ANG-0001402,,K62721401R,4535502.0,FAT-0002782,pranuar,URDH-0002538,False
PRJ-002438,REQ-002439,REF-87509-05-26-2026,procured_and_contracted,ANG-0001403,KontratëNr-0001404,M01927023H,4846412.0,FAT-0002783,pranuar,URDH-0002539,False
PRJ-002438,REQ-002439,REF-87509-05-26-2026,procured_and_contracted,ANG-0001403,KontratëNr-0001404,M01927023H,4846412.0,FAT-0002784,pranuar,URDH-0002540,False
PRJ-002439,REQ-002440,REF-87512-05-26-2026,procured_and_contracted,ANG-0001404,KontratëNr-0001405,K24005001H,255000.0,FAT-0002785,pranuar,URDH-0002541,False
PRJ-002440,REQ-002441,REF-87514-05-26-2026,procured_and_contracted,ANG-0001405,KontratëNr-0001406,L72203065K,344150.07,FAT-0002786,pranuar,URDH-0002542,False
PRJ-002440,REQ-002441,REF-87514-05-26-2026,procured_and_contracted,ANG-0001405,KontratëNr-0001406,L72203065K,344150.07,FAT-0002787,pranuar,URDH-0002543,False
PRJ-002440,REQ-002441,REF-87514-05-26-2026,procured_and_contracted,ANG-0001405,KontratëNr-0001406,L72203065K,344150.07,FAT-0002788,pranuar,URDH-0002544,False
PRJ-002441,REQ-002442,REF-87516-05-26-2026,procured_and_contracted,ANG-0001406,KontratëNr-0001407,J68028214P,99670.0,FAT-0002789,pranuar,URDH-0002545,False
PRJ-002441,REQ-002442,REF-87516-05-26-2026,procured_and_contracted,ANG-0001406,KontratëNr-0001407,J68028214P,99670.0,FAT-0002790,pranuar,URDH-0002546,False
PRJ-002442,REQ-002443,REF-87520-05-26-2026,procured_and_contracted,ANG-0001407,KontratëNr-0001408,K51408016J,99700.0,FAT-0002791,pranuar,URDH-0002547,False
PRJ-002442,REQ-002443,REF-87520-05-26-2026,procured_and_contracted,ANG-0001407,KontratëNr-0001408,K51408016J,99700.0,FAT-0002792,pranuar,URDH-0002548,False
PRJ-002443,REQ-002444,REF-87466-05-26-2026,procured_and_contracted,ANG-0001634,KontratëNr-0001635,,0.0,FAT-0003193,pranuar,URDH-0002910,False
PRJ-002443,REQ-002444,REF-87466-05-26-2026,procured_and_contracted,ANG-0001634,KontratëNr-0001635,,0.0,FAT-0003194,pranuar,URDH-0002911,False
PRJ-002444,REQ-002445,REF-87522-05-26-2026,procured_and_contracted,ANG-0001408,KontratëNr-0001409,K31528061N,59520.0,FAT-0002793,pranuar,URDH-0002549,False
PRJ-002445,REQ-002446,REF-87524-05-26-2026,procured_and_contracted,ANG-0001409,KontratëNr-0001410,L42314005A,72000.0,FAT-0002794,pranuar,URDH-0002550,False
PRJ-002445,REQ-002446,REF-87524-05-26-2026,procured_and_contracted,ANG-0001409,KontratëNr-0001410,L42314005A,72000.0,FAT-0002795,pranuar,URDH-0002551,False
PRJ-002446,REQ-002447,REF-87526-05-26-2026,procured_and_contracted,ANG-0001410,KontratëNr-0001411,K66607001U,266651.0,FAT-0002796,pranuar,URDH-0002552,False
PRJ-002446,REQ-002447,REF-87526-05-26-2026,procured_and_contracted,ANG-0001410,KontratëNr-0001411,K66607001U,266651.0,FAT-0002797,pranuar,URDH-0002553,False
PRJ-002447,REQ-002448,REF-87528-05-26-2026,procured_and_contracted,ANG-0001411,KontratëNr-0001412,L12107043O,154722.0,FAT-0002798,pranuar,URDH-0002554,False
PRJ-002448,REQ-002449,REF-87531-05-26-2026,procured_and_contracted,ANG-0001412,KontratëNr-0001413,K41420001V,23095.0,FAT-0002799,pranuar,URDH-0002555,False
PRJ-002448,REQ-002449,REF-87531-05-26-2026,procured_and_contracted,ANG-0001412,KontratëNr-0001413,K41420001V,23095.0,FAT-0002800,refuzuar,,False
PRJ-002449,REQ-002450,REF-87533-05-26-2026,procured_and_contracted,ANG-0001413,,L01606034A,395000.0,FAT-0002801,pranuar,URDH-0002556,False
PRJ-002450,REQ-002451,REF-87537-05-26-2026,procured_and_contracted,ANG-0001414,KontratëNr-0001415,K42108801C,489500.0,FAT-0002802,refuzuar,,False
PRJ-002450,REQ-002451,REF-87537-05-26-2026,procured_and_contracted,ANG-0001414,KontratëNr-0001415,K42108801C,489500.0,FAT-0002803,refuzuar,,False
PRJ-002451,REQ-002452,REF-87541-05-26-2026,procured_and_contracted,ANG-0001415,KontratëNr-0001416,M13011803I,85800.0,FAT-0002804,pranuar,URDH-0002557,False
PRJ-002451,REQ-002452,REF-87541-05-26-2026,procured_and_contracted,ANG-0001415,KontratëNr-0001416,M13011803I,85800.0,FAT-0002805,refuzuar,,False
PRJ-002452,REQ-002453,REF-87543-05-26-2026,procured_and_contracted,ANG-0001416,KontratëNr-0001417,M02403014N,165600.0,FAT-0002806,pranuar,URDH-0002558,False
PRJ-002453,REQ-002454,REF-87545-05-26-2026,procured_and_contracted,ANG-0001417,KontratëNr-0001418,L82729403H,48600.0,FAT-0002807,pranuar,URDH-0002559,False
PRJ-002453,REQ-002454,REF-87545-05-26-2026,procured_and_contracted,ANG-0001417,KontratëNr-0001418,L82729403H,48600.0,FAT-0002808,pranuar,URDH-0002560,False
PRJ-002453,REQ-002454,REF-87545-05-26-2026,procured_and_contracted,ANG-0001417,KontratëNr-0001418,L82729403H,48600.0,FAT-0002809,pranuar,URDH-0002561,False
PRJ-002454,REQ-002455,REF-87547-05-26-2026,procured_and_contracted,ANG-0001418,KontratëNr-0001419,K82231003A,56700.0,FAT-0002810,pranuar,URDH-0002562,False
PRJ-002454,REQ-002455,REF-87547-05-26-2026,procured_and_contracted,ANG-0001418,KontratëNr-0001419,K82231003A,56700.0,FAT-0002811,pranuar,URDH-0002563,False
PRJ-002455,REQ-002456,REF-87550-05-26-2026,procured_and_contracted,ANG-0001419,KontratëNr-0001420,K47414042Q,38636.37,FAT-0002812,pranuar,URDH-0002564,False
PRJ-002456,REQ-002457,REF-87553-05-26-2026,procured_and_contracted,ANG-0001420,KontratëNr-0001421,L01305031H,44500.0,FAT-0002813,pranuar,URDH-0002565,False
PRJ-002457,REQ-002458,REF-87602-05-26-2026,procured_and_contracted,ANG-0001421,KontratëNr-0001422,K71606006A,17400000.0,FAT-0002814,pranuar,URDH-0002566,False
PRJ-002457,REQ-002458,REF-87602-05-26-2026,procured_and_contracted,ANG-0001421,KontratëNr-0001422,K71606006A,17400000.0,FAT-0002815,pranuar,URDH-0002567,False
PRJ-002457,REQ-002458,REF-87602-05-26-2026,procured_and_contracted,ANG-0001421,KontratëNr-0001422,K71606006A,17400000.0,FAT-0002816,pranuar,URDH-0002568,False
PRJ-002458,REQ-002459,REF-87598-05-26-2026,procured_and_contracted,ANG-0001422,KontratëNr-0001423,J77304712J,18220598.0,FAT-0002817,pranuar,URDH-0002569,False
PRJ-002458,REQ-002459,REF-87598-05-26-2026,procured_and_contracted,ANG-0001422,KontratëNr-0001423,J77304712J,18220598.0,FAT-0002818,pranuar,URDH-0002570,False
PRJ-002458,REQ-002459,REF-87598-05-26-2026,procured_and_contracted,ANG-0001422,KontratëNr-0001423,J77304712J,18220598.0,FAT-0002819,pranuar,URDH-0002571,False
PRJ-002459,REQ-002460,REF-87596-05-26-2026,procured_and_contracted,ANG-0001423,KontratëNr-0001424,L62113033T,90000.0,FAT-0002820,pranuar,URDH-0002572,False
PRJ-002459,REQ-002460,REF-87596-05-26-2026,procured_and_contracted,ANG-0001423,KontratëNr-0001424,L62113033T,90000.0,FAT-0002821,pranuar,URDH-0002573,False
PRJ-002459,REQ-002460,REF-87596-05-26-2026,procured_and_contracted,ANG-0001423,KontratëNr-0001424,L62113033T,90000.0,FAT-0002822,pranuar,URDH-0002574,False
PRJ-002460,REQ-002461,REF-87594-05-26-2026,procured_and_contracted,ANG-0001424,,L93309201I,819000.0,FAT-0002823,pranuar,URDH-0002575,False
PRJ-002460,REQ-002461,REF-87594-05-26-2026,procured_and_contracted,ANG-0001424,,L93309201I,819000.0,FAT-0002824,pranuar,URDH-0002576,False
PRJ-002461,REQ-002462,REF-87582-05-26-2026,procured_and_contracted,ANG-0001425,KontratëNr-0001426,K62220004U,5108300.0,FAT-0002825,pranuar,URDH-0002577,False
PRJ-002462,REQ-002463,REF-87590-05-26-2026,procured_and_contracted,ANG-0001426,KontratëNr-0001427,K01417001C,409000.0,FAT-0002826,pranuar,URDH-0002578,False
PRJ-002463,REQ-002464,REF-87562-05-26-2026,procured_and_contracted,ANG-0001427,KontratëNr-0001428,K81323024G,750000.0,FAT-0002827,refuzuar,,False
PRJ-002463,REQ-002464,REF-87562-05-26-2026,procured_and_contracted,ANG-0001427,KontratëNr-0001428,K81323024G,750000.0,FAT-0002828,pranuar,URDH-0002579,False
PRJ-002464,REQ-002465,REF-87588-05-26-2026,procured_and_contracted,ANG-0001428,KontratëNr-0001429,J76705047U,42493500.0,FAT-0002829,pranuar,URDH-0002580,False
PRJ-002465,REQ-002466,REF-87573-05-26-2026,procured_and_contracted,ANG-0001429,KontratëNr-0001430,L13727001V,498000.0,FAT-0002830,pranuar,URDH-0002581,False
PRJ-002465,REQ-002466,REF-87573-05-26-2026,procured_and_contracted,ANG-0001429,KontratëNr-0001430,L13727001V,498000.0,FAT-0002831,refuzuar,,False
PRJ-002465,REQ-002466,REF-87573-05-26-2026,procured_and_contracted,ANG-0001429,KontratëNr-0001430,L13727001V,498000.0,FAT-0002832,pranuar,URDH-0002582,False
PRJ-002466,REQ-002467,REF-87586-05-26-2026,procured_and_contracted,ANG-0001430,KontratëNr-0001431,L61621027F,419600.0,FAT-0002833,refuzuar,,False
PRJ-002467,REQ-002468,REF-87555-05-26-2026,procured_and_contracted,ANG-0001431,KontratëNr-0001432,L32403002P,83885.0,FAT-0002834,pranuar,URDH-0002583,False
PRJ-002468,REQ-002469,REF-87557-05-26-2026,procured_and_contracted,ANG-0001432,KontratëNr-0001433,K37508925G,82694.0,FAT-0002835,pranuar,URDH-0002584,False
PRJ-002469,REQ-002470,REF-87564-05-26-2026,procured_and_contracted,ANG-0001433,KontratëNr-0001434,K11807008V,28180.0,FAT-0002836,pranuar,URDH-0002585,False
PRJ-002470,REQ-002471,REF-87578-05-26-2026,procured_and_contracted,ANG-0001434,KontratëNr-0001435,L21508008T,11384.0,FAT-0002837,pranuar,URDH-0002586,False
PRJ-002470,REQ-002471,REF-87578-05-26-2026,procured_and_contracted,ANG-0001434,KontratëNr-0001435,L21508008T,11384.0,FAT-0002838,pranuar,URDH-0002587,False
PRJ-002471,REQ-002472,REF-87569-05-26-2026,procured_and_contracted,ANG-0001435,,M01922021M,100000.0,FAT-0002839,pranuar,URDH-0002588,False
PRJ-002472,REQ-002473,REF-87571-05-26-2026,procured_and_contracted,ANG-0001436,KontratëNr-0001437,L51704017H,489000.0,FAT-0002840,pranuar,URDH-0002589,False
PRJ-002472,REQ-002473,REF-87571-05-26-2026,procured_and_contracted,ANG-0001436,KontratëNr-0001437,L51704017H,489000.0,FAT-0002841,pranuar,URDH-0002590,False
PRJ-002473,REQ-002474,REF-87566-05-26-2026,procured_and_contracted,ANG-0001437,KontratëNr-0001438,M02123033S,368000.0,FAT-0002842,pranuar,URDH-0002591,False
PRJ-002473,REQ-002474,REF-87566-05-26-2026,procured_and_contracted,ANG-0001437,KontratëNr-0001438,M02123033S,368000.0,FAT-0002843,pranuar,URDH-0002592,False
PRJ-002473,REQ-002474,REF-87566-05-26-2026,procured_and_contracted,ANG-0001437,KontratëNr-0001438,M02123033S,368000.0,FAT-0002844,pranuar,URDH-0002593,False
PRJ-002474,REQ-002475,REF-87559-05-26-2026,procured_and_contracted,ANG-0001438,KontratëNr-0001439,J64103422D,216050.0,FAT-0002845,pranuar,URDH-0002594,False
PRJ-002475,REQ-002476,REF-87584-05-26-2026,procured_and_contracted,ANG-0001439,KontratëNr-0001440,K91530017T,89000.0,FAT-0002846,pranuar,URDH-0002595,False
PRJ-002475,REQ-002476,REF-87584-05-26-2026,procured_and_contracted,ANG-0001439,KontratëNr-0001440,K91530017T,89000.0,FAT-0002847,pranuar,URDH-0002596,False
PRJ-002476,REQ-002477,REF-87576-05-26-2026,procured_and_contracted,ANG-0001440,KontratëNr-0001441,K91530017T,205500.0,FAT-0002848,pranuar,URDH-0002597,False
PRJ-002477,REQ-002478,REF-87580-05-26-2026,procured_and_contracted,ANG-0001441,KontratëNr-0001442,M52415044H,72000.0,FAT-0002849,pranuar,URDH-0002598,False
PRJ-002478,REQ-002479,REF-87592-05-26-2026,procured_and_contracted,ANG-0001442,KontratëNr-0001443,L82307007I,279000.0,FAT-0002850,pranuar,URDH-0002599,False
PRJ-002478,REQ-002479,REF-87592-05-26-2026,procured_and_contracted,ANG-0001442,KontratëNr-0001443,L82307007I,279000.0,FAT-0002851,refuzuar,,False
PRJ-002479,REQ-002480,REF-87600-05-26-2026,procured_and_contracted,ANG-0001443,KontratëNr-0001444,J91809007H,1974000.0,FAT-0002852,pranuar,URDH-0002600,False
PRJ-002480,REQ-002481,REF-87604-05-26-2026,procured_and_contracted,ANG-0001444,KontratëNr-0001445,M42614002J,111166.5,FAT-0002853,pranuar,URDH-0002601,False
PRJ-002480,REQ-002481,REF-87604-05-26-2026,procured_and_contracted,ANG-0001444,KontratëNr-0001445,M42614002J,111166.5,FAT-0002854,pranuar,URDH-0002602,False
PRJ-002481,REQ-002482,REF-87611-05-26-2026,procured_and_contracted,ANG-0001445,KontratëNr-0001446,L97124201Q,350000.0,FAT-0002855,pranuar,URDH-0002603,False
PRJ-002481,REQ-002482,REF-87611-05-26-2026,procured_and_contracted,ANG-0001445,KontratëNr-0001446,L97124201Q,350000.0,FAT-0002856,pranuar,URDH-0002604,False
PRJ-002482,REQ-002483,REF-87615-05-26-2026,procured_and_contracted,ANG-0001446,KontratëNr-0001447,M22307015R,120000.0,FAT-0002857,pranuar,URDH-0002605,False
PRJ-002482,REQ-002483,REF-87615-05-26-2026,procured_and_contracted,ANG-0001446,KontratëNr-0001447,M22307015R,120000.0,FAT-0002858,pranuar,URDH-0002606,False
PRJ-002483,REQ-002484,REF-87619-05-26-2026,procured_and_contracted,ANG-0001447,KontratëNr-0001448,L41313009C,255000.0,FAT-0002859,pranuar,URDH-0002607,False
PRJ-002483,REQ-002484,REF-87619-05-26-2026,procured_and_contracted,ANG-0001447,KontratëNr-0001448,L41313009C,255000.0,FAT-0002860,refuzuar,,False
PRJ-002484,REQ-002485,REF-87606-05-26-2026,procured_and_contracted,ANG-0001448,KontratëNr-0001449,M11307042L,737000.0,FAT-0002861,pranuar,URDH-0002608,False
PRJ-002484,REQ-002485,REF-87606-05-26-2026,procured_and_contracted,ANG-0001448,KontratëNr-0001449,M11307042L,737000.0,FAT-0002862,pranuar,URDH-0002609,False
PRJ-002485,REQ-002486,REF-87609-05-26-2026,procured_and_contracted,ANG-0001449,KontratëNr-0001450,M22226027R,273536.49,FAT-0002863,pranuar,URDH-0002610,False
PRJ-002486,REQ-002487,REF-87613-05-26-2026,procured_and_contracted,ANG-0001450,KontratëNr-0001451,K31404135W,230000.0,FAT-0002864,refuzuar,,False
PRJ-002487,REQ-002488,REF-87617-05-26-2026,procured_and_contracted,ANG-0001451,KontratëNr-0001452,J91419001U,970800.0,FAT-0002865,pranuar,URDH-0002611,False
PRJ-002488,REQ-002489,REF-87621-05-26-2026,procured_and_contracted,ANG-0001452,KontratëNr-0001453,L03109001E,98100.0,FAT-0002866,pranuar,URDH-0002612,False
PRJ-002488,REQ-002489,REF-87621-05-26-2026,procured_and_contracted,ANG-0001452,KontratëNr-0001453,L03109001E,98100.0,FAT-0002867,pranuar,URDH-0002613,False
PRJ-002488,REQ-002489,REF-87621-05-26-2026,procured_and_contracted,ANG-0001452,KontratëNr-0001453,L03109001E,98100.0,FAT-0002868,pranuar,URDH-0002614,False
PRJ-002489,REQ-002490,REF-87623-05-26-2026,procured_and_contracted,ANG-0001453,KontratëNr-0001454,L01606034A,229000.0,FAT-0002869,pranuar,URDH-0002615,False
PRJ-002489,REQ-002490,REF-87623-05-26-2026,procured_and_contracted,ANG-0001453,KontratëNr-0001454,L01606034A,229000.0,FAT-0002870,pranuar,URDH-0002616,False
PRJ-002490,REQ-002491,REF-87625-05-26-2026,procured_and_contracted,ANG-0001454,KontratëNr-0001455,M53319201J,122500.0,FAT-0002871,pranuar,URDH-0002617,False
PRJ-002490,REQ-002491,REF-87625-05-26-2026,procured_and_contracted,ANG-0001454,KontratëNr-0001455,M53319201J,122500.0,FAT-0002872,pranuar,URDH-0002618,False
