numri_angazhimit,numri_kerkeses_blerje,numri_kontrates,lloji_ub,blerësi,data_krijimit,statusi,kodi_projekti,kodi_llogarie_ekonomike,kodi_institucioni,nipt_perfituesit,vlera_angazhuar,statusi_aprovuar,periudha_muaji,periudha_viti,kodi_ministrie_linje,kodi_kapitulli,kodi_programi,kodi_entitet_qeverises,kodi_thesar_dege,kodi_tip_buxheti
ANG-0000386,INST-0915-2026-000386,KontratëNr-0000387,e_Planifikuar,Blerës 134,2026-02-02,Aprovuar,PRJ-005952,231,INST-0915,L51327014R,2559500.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 7,,SHA,Fier,Buxheti i Shtetit
ANG-0000387,INST-0173-2026-000387,KontratëNr-0000388,e_Planifikuar,Blerës 20,2026-02-02,Aprovuar,PRJ-005942,231,INST-0173,L22309011R,700000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Qendrore,Fier,Buxheti i Shtetit
ANG-0000388,INST-0138-2026-000388,,e_Planifikuar,Blerës 13,2026-02-02,Aprovuar,PRJ-005939,231,INST-0138,K62115018I,670000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 7,,SHA,Elbasan,Financim i huaj
ANG-0000389,INST-0365-2026-000389,KontratëNr-0000390,Standarte,Blerës 71,2026-02-02,Aprovuar,PRJ-005940,231,INST-0365,M56521401U,234044.94,Po,2,2026,Ministria e Brendshme,Kapitulli 3,,Vendore,Tiranë,Të ardhura të trashiguara
ANG-0000390,INST-0919-2026-000390,KontratëNr-0000391,e_Planifikuar,Blerës 23,2026-02-02,Aprovuar,PRJ-005936,230,INST-0919,L82916601N,99000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0000391,INST-0919-2026-000391,KontratëNr-0000392,Standarte,Blerës 98,2026-02-02,Aprovuar,PRJ-005937,230,INST-0919,L27701001P,100000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Vendore,Korçë,Financim i huaj
ANG-0000392,INST-0329-2026-000392,KontratëNr-0000393,Standarte,Blerës 50,2026-02-02,Aprovuar,PRJ-005934,230,INST-0329,M51903023H,5000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 6,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0000393,INST-0935-2026-000393,KontratëNr-0000394,Standarte,Blerës 56,2026-02-02,Aprovuar,PRJ-005933,231,INST-0935,J61905015B,86250.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0000394,INST-0331-2026-000394,KontratëNr-0000395,Standarte,Blerës 184,2026-02-02,Aprovuar,PRJ-005932,231,INST-0331,,0.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,SHA,Fier,Buxheti i Shtetit
ANG-0000395,INST-1004-2026-000395,KontratëNr-0000396,e_Planifikuar,Blerës 27,2026-02-02,Aprovuar,PRJ-005930,230,INST-1004,M21503014Q,825000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Vlorë,Të ardhura të trashiguara
ANG-0000396,INST-0154-2026-000396,KontratëNr-0000397,e_Planifikuar,Blerës 105,2026-02-02,Aprovuar,PRJ-005929,231,INST-0154,M27528201T,99983.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 1,,Vendore,Vlorë,Të ardhura të trashiguara
ANG-0000397,INST-0337-2026-000397,KontratëNr-0000398,Standarte,Blerës 57,2026-02-02,Aprovuar,PRJ-005923,231,INST-0337,M27528201T,100000.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0000398,INST-0172-2026-000398,KontratëNr-0000399,Standarte,Blerës 197,2026-02-02,Aprovuar,PRJ-005926,231,INST-0172,J91419001U,237050.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Qendrore,Shkodër,Financim i huaj
ANG-0000399,INST-0172-2026-000399,,Standarte,Blerës 156,2026-02-02,Aprovuar,PRJ-005927,230,INST-0172,J61905015B,895000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Vendore,Vlorë,Të ardhura të trashiguara
ANG-0000400,INST-0337-2026-000400,KontratëNr-0000401,Standarte,Blerës 32,2026-02-02,Aprovuar,PRJ-005928,231,INST-0337,J91329003O,30614.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Shkodër,Financim i huaj
ANG-0000401,INST-0161-2026-000401,KontratëNr-0000402,e_Planifikuar,Blerës 140,2026-02-02,Aprovuar,PRJ-005920,230,INST-0161,K01515004T,78000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 1,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0000402,INST-0949-2026-000402,KontratëNr-0000403,Standarte,Blerës 148,2026-02-02,Aprovuar,PRJ-005921,231,INST-0949,K42701205E,85000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,SHA,Shkodër,Të ardhura të trashiguara
ANG-0000403,INST-0334-2026-000403,KontratëNr-0000404,e_Planifikuar,Blerës 66,2026-02-02,Aprovuar,PRJ-005922,231,INST-0334,L66720003N,100000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Tiranë,Financim i huaj
ANG-0000404,INST-0337-2026-000404,KontratëNr-0000405,Standarte,Blerës 138,2026-02-02,Aprovuar,PRJ-005917,231,INST-0337,L32405034Q,100000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 1,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000405,INST-0337-2026-000405,,e_Planifikuar,Blerës 43,2026-02-02,Aprovuar,PRJ-005918,231,INST-0337,K72218022J,1349360.2,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,SHA,Durrës,Financim i huaj
ANG-0000406,INST-0337-2026-000406,KontratëNr-0000407,Standarte,Blerës 171,2026-02-02,Aprovuar,PRJ-005919,230,INST-0337,L41705012R,100000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 7,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000407,INST-0157-2026-000407,KontratëNr-0000408,Standarte,Blerës 31,2026-02-02,Aprovuar,PRJ-005915,230,INST-0157,L42018012R,91666.67,Po,2,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0000408,INST-0334-2026-000408,KontratëNr-0000409,Standarte,Blerës 124,2026-02-02,Aprovuar,PRJ-005912,231,INST-0334,L28029301Q,350000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0000409,INST-0023-2026-000409,KontratëNr-0000410,e_Planifikuar,Blerës 89,2026-02-03,Aprovuar,PRJ-005910,231,INST-0023,L31714005J,39710.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Korçë,Buxheti i Shtetit
ANG-0000410,INST-0152-2026-000410,KontratëNr-0000411,e_Planifikuar,Blerës 31,2026-02-03,Aprovuar,PRJ-005903,231,INST-0152,K91530017T,549000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Durrës,Financim i huaj
ANG-0000411,INST-0152-2026-000411,KontratëNr-0000412,Standarte,Blerës 43,2026-02-03,Aprovuar,PRJ-005904,231,INST-0152,K21405001N,5025.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000412,INST-0152-2026-000412,KontratëNr-0000413,Standarte,Blerës 100,2026-02-03,Aprovuar,PRJ-005905,231,INST-0152,K92311013D,900000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Fier,Financim i huaj
ANG-0000413,INST-0152-2026-000413,KontratëNr-0000414,e_Planifikuar,Blerës 37,2026-02-03,Aprovuar,PRJ-005906,231,INST-0152,L82916601N,99800.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Vlorë,Financim i huaj
ANG-0000414,INST-0173-2026-000414,KontratëNr-0000415,Standarte,Blerës 72,2026-02-03,Aprovuar,PRJ-005907,231,INST-0173,L82916601N,100000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 5,,Vendore,Tiranë,Financim i huaj
ANG-0000415,INST-0023-2026-000415,KontratëNr-0000416,Standarte,Blerës 36,2026-02-03,Aprovuar,PRJ-005908,231,INST-0023,L91418502J,701800.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Qendrore,Shkodër,Buxheti i Shtetit
ANG-0000416,INST-0552-2026-000416,KontratëNr-0000417,Standarte,Blerës 158,2026-02-03,Aprovuar,PRJ-005909,230,INST-0552,L72526404Q,6250.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 2,,SHA,Shkodër,Financim i huaj
ANG-0000417,INST-0496-2026-000417,KontratëNr-0000418,Standarte,Blerës 143,2026-02-03,Aprovuar,PRJ-005901,230,INST-0496,K91530017T,6860.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 4,,SHA,Korçë,Buxheti i Shtetit
ANG-0000418,INST-0172-2026-000418,KontratëNr-0000419,Standarte,Blerës 154,2026-02-03,Aprovuar,PRJ-005900,230,INST-0172,K67127202M,14151.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,SHA,Elbasan,Buxheti i Shtetit
ANG-0000419,INST-0337-2026-000419,KontratëNr-0000420,Standarte,Blerës 65,2026-02-03,Aprovuar,PRJ-005902,230,INST-0337,M02415002E,548900.0,Po,2,2026,Ministria e Brendshme,Kapitulli 6,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0000420,INST-0375-2026-000420,KontratëNr-0000421,e_Planifikuar,Blerës 154,2026-02-03,Aprovuar,PRJ-005897,230,INST-0375,M04710002P,467500.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0000421,INST-0164-2026-000421,KontratëNr-0000422,Standarte,Blerës 149,2026-02-03,Aprovuar,PRJ-005896,231,INST-0164,K71707007Q,745200.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0000422,INST-0331-2026-000422,,e_Planifikuar,Blerës 80,2026-02-03,Aprovuar,PRJ-005898,231,INST-0331,L61814009B,2494805.7,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Qendrore,Tiranë,Të ardhura të trashiguara
ANG-0000423,INST-0337-2026-000423,KontratëNr-0000424,Standarte,Blerës 58,2026-02-03,Aprovuar,PRJ-005899,230,INST-0337,J82816208R,25000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Elbasan,Financim i huaj
ANG-0000424,INST-0727-2026-000424,KontratëNr-0000425,Standarte,Blerës 131,2026-02-03,Aprovuar,PRJ-005895,231,INST-0727,M31910020Q,100000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Vendore,Fier,Financim i huaj
ANG-0000425,INST-0337-2026-000425,KontratëNr-0000426,Standarte,Blerës 121,2026-02-03,Aprovuar,PRJ-005894,231,INST-0337,,0.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Durrës,Financim i huaj
ANG-0000426,INST-0164-2026-000426,KontratëNr-0000427,Standarte,Blerës 4,2026-02-03,Aprovuar,PRJ-005878,231,INST-0164,K41525046C,814.33,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0000427,INST-0853-2026-000427,KontratëNr-0000428,Standarte,Blerës 146,2026-02-03,Aprovuar,PRJ-005879,230,INST-0853,L67909101C,36000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,SHA,Tiranë,Buxheti i Shtetit
ANG-0000428,INST-0213-2026-000428,KontratëNr-0000429,Standarte,Blerës 190,2026-02-03,Aprovuar,PRJ-005880,230,INST-0213,K41420001V,91500.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0000429,INST-0213-2026-000429,KontratëNr-0000430,Standarte,Blerës 133,2026-02-03,Aprovuar,PRJ-005881,230,INST-0213,K91530017T,17520.0,Po,2,2026,Ministria e Brendshme,Kapitulli 6,,SHA,Durrës,Të ardhura të trashiguara
ANG-0000430,INST-0213-2026-000430,KontratëNr-0000431,Standarte,Blerës 7,2026-02-03,Aprovuar,PRJ-005882,231,INST-0213,L87605501A,39900.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 7,,Qendrore,Shkodër,Financim i huaj
ANG-0000431,INST-0213-2026-000431,KontratëNr-0000432,e_Planifikuar,Blerës 82,2026-02-03,Aprovuar,PRJ-005883,231,INST-0213,L64704601S,99090.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,SHA,Tiranë,Buxheti i Shtetit
ANG-0000432,INST-0213-2026-000432,KontratëNr-0000433,e_Planifikuar,Blerës 140,2026-02-03,Aprovuar,PRJ-005884,231,INST-0213,L77113205O,98000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 4,,Qendrore,Fier,Financim i huaj
ANG-0000433,INST-0213-2026-000433,KontratëNr-0000434,Standarte,Blerës 191,2026-02-03,Aprovuar,PRJ-005885,231,INST-0213,K51612031J,4050.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Vendore,Durrës,Të ardhura të trashiguara
ANG-0000434,INST-0213-2026-000434,KontratëNr-0000435,Standarte,Blerës 194,2026-02-03,Aprovuar,PRJ-005886,231,INST-0213,L71325019D,98445.0,Po,2,2026,Ministria e Brendshme,Kapitulli 2,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0000435,INST-0213-2026-000435,KontratëNr-0000436,e_Planifikuar,Blerës 183,2026-02-03,Aprovuar,PRJ-005887,230,INST-0213,L41931002I,41666.0,Po,2,2026,Ministria e Brendshme,Kapitulli 5,,SHA,Vlorë,Buxheti i Shtetit
ANG-0000436,INST-0213-2026-000436,KontratëNr-0000437,Standarte,Blerës 175,2026-02-03,Aprovuar,PRJ-005888,230,INST-0213,K51612031J,1750.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,Vendore,Durrës,Financim i huaj
ANG-0000437,INST-0213-2026-000437,KontratëNr-0000438,Standarte,Blerës 114,2026-02-03,Aprovuar,PRJ-005889,230,INST-0213,J61813529P,700000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 6,,SHA,Tiranë,Financim i huaj
ANG-0000438,INST-0213-2026-000438,KontratëNr-0000439,Standarte,Blerës 146,2026-02-03,Aprovuar,PRJ-005890,231,INST-0213,K31528061N,148000.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Qendrore,Fier,Buxheti i Shtetit
ANG-0000439,INST-0213-2026-000439,KontratëNr-0000440,Standarte,Blerës 146,2026-02-03,Aprovuar,PRJ-005891,231,INST-0213,L21708012H,100000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Korçë,Buxheti i Shtetit
ANG-0000440,INST-0213-2026-000440,KontratëNr-0000441,e_Planifikuar,Blerës 122,2026-02-03,Aprovuar,PRJ-005892,231,INST-0213,K91530017T,78000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Vendore,Fier,Buxheti i Shtetit
ANG-0000441,INST-0213-2026-000441,KontratëNr-0000442,Standarte,Blerës 180,2026-02-03,Aprovuar,PRJ-005893,230,INST-0213,L97119401D,80000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0000442,INST-0328-2026-000442,KontratëNr-0000443,Standarte,Blerës 68,2026-02-03,Aprovuar,PRJ-005876,230,INST-0328,K81607050Q,24900.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Shkodër,Buxheti i Shtetit
ANG-0000443,INST-0496-2026-000443,KontratëNr-0000444,Standarte,Blerës 185,2026-02-04,Aprovuar,PRJ-005877,230,INST-0496,J61814028F,28950.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Tiranë,Të ardhura të trashiguara
ANG-0000444,INST-0164-2026-000444,KontratëNr-0000445,Standarte,Blerës 172,2026-02-04,Aprovuar,PRJ-005873,231,INST-0164,K11715005L,70000.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 2,,Vendore,Korçë,Buxheti i Shtetit
ANG-0000445,INST-0337-2026-000445,KontratëNr-0000446,Standarte,Blerës 21,2026-02-04,Aprovuar,PRJ-005872,230,INST-0337,K31528061N,1264200.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 1,,Qendrore,Shkodër,Të ardhura të trashiguara
ANG-0000446,INST-0337-2026-000446,,Standarte,Blerës 2,2026-02-04,Aprovuar,PRJ-005870,230,INST-0337,J61905015B,299977.5,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Durrës,Të ardhura të trashiguara
ANG-0000447,INST-0621-2026-000447,KontratëNr-0000448,Standarte,Blerës 117,2026-02-04,Aprovuar,PRJ-005871,230,INST-0621,L42103023G,99515.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0000448,INST-0552-2026-000448,KontratëNr-0000449,Standarte,Blerës 26,2026-02-04,Aprovuar,PRJ-005869,231,INST-0552,L52125019U,96000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 2,,SHA,Elbasan,Buxheti i Shtetit
ANG-0000449,INST-0152-2026-000449,KontratëNr-0000450,e_Planifikuar,Blerës 23,2026-02-04,Aprovuar,PRJ-005865,231,INST-0152,K91530017T,13000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Qendrore,Vlorë,Buxheti i Shtetit
ANG-0000450,INST-0337-2026-000450,KontratëNr-0000451,Standarte,Blerës 199,2026-02-04,Aprovuar,PRJ-005868,231,INST-0337,J72124001N,561510.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 1,,Vendore,Korçë,Financim i huaj
ANG-0000451,INST-0570-2026-000451,KontratëNr-0000452,Standarte,Blerës 44,2026-02-04,Aprovuar,PRJ-005867,231,INST-0570,M29514401L,668000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 6,,SHA,Korçë,Të ardhura të trashiguara
ANG-0000452,INST-0337-2026-000452,KontratëNr-0000453,Standarte,Blerës 140,2026-02-04,Aprovuar,PRJ-005866,231,INST-0337,K12128004G,678550.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Qendrore,Korçë,Financim i huaj
ANG-0000453,INST-0395-2026-000453,KontratëNr-0000454,Standarte,Blerës 38,2026-02-04,Aprovuar,PRJ-005863,231,INST-0395,L01314031G,1279100.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 2,,Vendore,Durrës,Buxheti i Shtetit
ANG-0000454,INST-0563-2026-000454,KontratëNr-0000455,Standarte,Blerës 189,2026-02-04,Aprovuar,PRJ-005787,231,INST-0563,J67209280K,10000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0000455,INST-0337-2026-000455,KontratëNr-0000456,Standarte,Blerës 29,2026-02-04,Aprovuar,PRJ-005789,231,INST-0337,L51330015R,3750.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,SHA,Vlorë,Të ardhura të trashiguara
ANG-0000456,INST-0337-2026-000456,KontratëNr-0000457,Standarte,Blerës 141,2026-02-04,Aprovuar,PRJ-005790,231,INST-0337,M31614017H,53000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 3,,Vendore,Durrës,Financim i huaj
ANG-0000457,INST-0535-2026-000457,KontratëNr-0000458,e_Planifikuar,Blerës 62,2026-02-04,Aprovuar,PRJ-005788,231,INST-0535,J61814110J,17600.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 6,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000458,INST-0536-2026-000458,KontratëNr-0000459,Standarte,Blerës 22,2026-02-04,Aprovuar,PRJ-005784,231,INST-0536,K87628701K,406818.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Vendore,Vlorë,Financim i huaj
ANG-0000459,INST-0653-2026-000459,KontratëNr-0000460,e_Planifikuar,Blerës 63,2026-02-04,Aprovuar,PRJ-005785,231,INST-0653,L01508026P,31000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 5,,SHA,Elbasan,Të ardhura të trashiguara
ANG-0000460,INST-0331-2026-000460,KontratëNr-0000461,Standarte,Blerës 178,2026-02-04,Aprovuar,PRJ-005782,231,INST-0331,M11825026T,100000.0,Po,2,2026,Ministria e Arsimit dhe Sportit,Kapitulli 5,,Vendore,Korçë,Buxheti i Shtetit
ANG-0000461,INST-0395-2026-000461,KontratëNr-0000462,Standarte,Blerës 30,2026-02-04,Aprovuar,PRJ-005781,231,INST-0395,L47401203N,499998.0,Po,2,2026,Ministria e Brendshme,Kapitulli 2,,SHA,Fier,Të ardhura të trashiguara
ANG-0000462,INST-0636-2026-000462,KontratëNr-0000463,e_Planifikuar,Blerës 46,2026-02-04,Aprovuar,PRJ-005779,231,INST-0636,L56712601P,719000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 4,,Qendrore,Durrës,Buxheti i Shtetit
ANG-0000463,INST-0621-2026-000463,KontratëNr-0000464,e_Planifikuar,Blerës 53,2026-02-04,Aprovuar,PRJ-005765,230,INST-0621,J62426002Q,69583.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Qendrore,Shkodër,Financim i huaj
ANG-0000464,INST-0621-2026-000464,KontratëNr-0000465,Standarte,Blerës 152,2026-02-04,Aprovuar,PRJ-005766,231,INST-0621,K26330201T,97020.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Qendrore,Vlorë,Financim i huaj
ANG-0000465,INST-0621-2026-000465,KontratëNr-0000466,e_Planifikuar,Blerës 33,2026-02-04,Aprovuar,PRJ-005767,230,INST-0621,K66801001T,22.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 1,,SHA,Elbasan,Financim i huaj
ANG-0000466,INST-0621-2026-000466,,Standarte,Blerës 45,2026-02-04,Aprovuar,PRJ-005769,230,INST-0621,M31614017H,98000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 1,,Vendore,Tiranë,Financim i huaj
ANG-0000467,INST-0621-2026-000467,KontratëNr-0000468,e_Planifikuar,Blerës 178,2026-02-04,Aprovuar,PRJ-005770,231,INST-0621,L71515507M,270000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Fier,Financim i huaj
ANG-0000468,INST-0621-2026-000468,KontratëNr-0000469,Standarte,Blerës 145,2026-02-04,Aprovuar,PRJ-005771,230,INST-0621,L87708801M,641850.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 6,,Vendore,Vlorë,Buxheti i Shtetit
ANG-0000469,INST-0621-2026-000469,,Standarte,Blerës 82,2026-02-04,Aprovuar,PRJ-005772,231,INST-0621,K91530017T,28600.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Vendore,Elbasan,Të ardhura të trashiguara
ANG-0000470,INST-0621-2026-000470,KontratëNr-0000471,Standarte,Blerës 140,2026-02-04,Aprovuar,PRJ-005773,231,INST-0621,M17305402J,50000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 3,,Vendore,Korçë,Buxheti i Shtetit
ANG-0000471,INST-0535-2026-000471,KontratëNr-0000472,e_Planifikuar,Blerës 159,2026-02-04,Aprovuar,PRJ-005780,230,INST-0535,M58926201D,380000.0,Po,2,2026,Ministria e Infrastruktures dhe Energjisë,Kapitulli 5,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0000472,INST-0396-2026-000472,KontratëNr-0000473,e_Planifikuar,Blerës 159,2026-02-04,Aprovuar,PRJ-005756,230,INST-0396,M16809801M,999676.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Durrës,Të ardhura të trashiguara
ANG-0000473,INST-0337-2026-000473,KontratëNr-0000474,Standarte,Blerës 185,2026-02-04,Aprovuar,PRJ-005774,231,INST-0337,M12127026K,249000.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 7,,Qendrore,Tiranë,Financim i huaj
ANG-0000474,INST-0853-2026-000474,KontratëNr-0000475,Standarte,Blerës 35,2026-02-04,Aprovuar,PRJ-005768,231,INST-0853,,0.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,Qendrore,Korçë,Financim i huaj
ANG-0000475,INST-0621-2026-000475,KontratëNr-0000476,Standarte,Blerës 153,2026-02-04,Aprovuar,PRJ-005757,231,INST-0621,K41926801W,412970.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 3,,Vendore,Shkodër,Të ardhura të trashiguara
ANG-0000476,INST-0621-2026-000476,KontratëNr-0000477,Standarte,Blerës 97,2026-02-04,Aprovuar,PRJ-005758,230,INST-0621,K97727502F,91380.0,Po,2,2026,Ministria e Financave dhe Ekonomisë,Kapitulli 5,,SHA,Durrës,Financim i huaj
ANG-0000477,INST-0621-2026-000477,KontratëNr-0000478,Standarte,Blerës 69,2026-02-04,Aprovuar,PRJ-005759,231,INST-0621,M31614017H,99000.0,Po,2,2026,Ministria e Brendshme,Kapitulli 7,,Qendrore,Fier,Të ardhura të trashiguara
ANG-0000478,INST-0621-2026-000478,,Standarte,Blerës 145,2026-02-04,Aprovuar,PRJ-005760,231,INST-0621,L72003016A,493000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 7,,Vendore,Korçë,Të ardhura të trashiguara
ANG-0000479,INST-0621-2026-000479,KontratëNr-0000480,Standarte,Blerës 40,2026-02-04,Aprovuar,PRJ-005761,230,INST-0621,M31421005N,99650.0,Po,2,2026,Ministria e Bujqësisë dhe Zhvillimit Rural,Kapitulli 5,,Qendrore,Tiranë,Të ardhura të trashiguara
ANG-0000480,INST-0621-2026-000480,KontratëNr-0000481,Standarte,Blerës 120,2026-02-04,Aprovuar,PRJ-005762,230,INST-0621,L52202527V,99000.0,Po,2,2026,Ministria e Shëndetësisë dhe Mbrojtjes Sociale,Kapitulli 2,,SHA,Tiranë,Buxheti i Shtetit
