numri_fatures,numri_angazhimit,nivf_nslf,data_fatures,data_mberritjes_regjistrimit,vlera_fatures,statusi,data_ndryshimit_statusit,arsyeja_refuzimit,furnitor_nipt,kodi_lloj_fature
FAT-0001700,ANG-0000843,NIVF-8106443021,2026-04-11,2026-04-13,19993.2,pranuar,2026-04-16,,K21731001O,mall
FAT-0001701,ANG-0000843,NIVF-1111556647,2026-05-20,2026-05-23,52906.8,pranuar,2026-06-01,,K21731001O,mall
FAT-0001702,ANG-0000844,NIVF-9422393512,2026-04-06,2026-04-08,420120.43,pranuar,2026-04-12,,K76317905K,mall
FAT-0001703,ANG-0000844,NIVF-1806694017,2026-05-29,2026-06-01,557061.24,pranuar,2026-06-10,,K76317905K,mall
FAT-0001704,ANG-0000844,NIVF-3561285426,2026-07-26,2026-07-26,22818.33,pranuar,2026-07-31,,K76317905K,mall
FAT-0001705,ANG-0000845,NIVF-4576800163,2026-04-10,2026-04-14,206966.02,pranuar,2026-04-17,,M61503062Q,mall
FAT-0001706,ANG-0000845,NIVF-4733630096,2026-05-08,2026-05-10,111033.98,pranuar,2026-05-12,,M61503062Q,mall
FAT-0001707,ANG-0000846,NIVF-4440031501,2026-04-07,2026-04-09,30000.0,pranuar,2026-04-16,,K41420001V,sherbim
FAT-0001708,ANG-0000847,NIVF-9316287383,2026-04-07,2026-04-11,44377.0,pranuar,2026-04-15,,K71707007Q,mall
FAT-0001709,ANG-0000847,NIVF-7172047224,2026-05-23,2026-05-26,284023.0,pranuar,2026-05-29,,K71707007Q,mall
FAT-0001710,ANG-0000848,NIVF-5455387967,2026-04-14,2026-04-17,286591.66,pranuar,2026-04-23,,M02130025Q,mall
FAT-0001711,ANG-0000848,NIVF-9544350606,2026-05-04,2026-05-06,79408.34,pranuar,2026-05-14,,M02130025Q,mall
FAT-0001712,ANG-0000849,NIVF-3391170573,2026-04-16,2026-04-17,895000.0,refuzuar,2026-04-26,Fiskalizim i pavlefshëm,K42701205E,mall
FAT-0001713,ANG-0000850,NIVF-8923630838,2026-04-08,2026-04-08,97589.61,pranuar,2026-04-10,,K82529403A,mall
FAT-0001714,ANG-0000850,NIVF-8568823356,2026-05-27,2026-05-30,1697410.39,pranuar,2026-06-08,,K82529403A,mall
FAT-0001715,ANG-0000851,NIVF-3677888450,2026-04-16,2026-04-19,308740.0,pranuar,2026-04-22,,L28029301Q,mall
FAT-0001716,ANG-0000852,NIVF-1473531417,2026-04-10,2026-04-12,356757.4,pranuar,2026-04-20,,M28717102U,mall
FAT-0001717,ANG-0000852,NIVF-7802695516,2026-05-09,2026-05-13,187742.6,pranuar,2026-05-20,,M28717102U,mall
FAT-0001718,ANG-0000853,NIVF-5663728224,2026-04-10,2026-04-10,482793.16,pranuar,2026-04-19,,K42108801C,mall
FAT-0001719,ANG-0000853,NIVF-7225775919,2026-05-05,2026-05-05,285020.91,pranuar,2026-05-14,,K42108801C,mall
FAT-0001720,ANG-0000853,NIVF-9651983731,2026-05-29,2026-06-01,29685.93,pranuar,2026-06-03,,K42108801C,mall
FAT-0001721,ANG-0000854,NIVF-3149618561,2026-04-18,2026-04-20,395171.47,pranuar,2026-04-26,,L71821024L,mall
FAT-0001722,ANG-0000854,NIVF-2318114924,2026-06-15,2026-06-15,109828.53,pranuar,2026-06-19,,L71821024L,mall
FAT-0001723,ANG-0000855,NIVF-1285138255,2026-04-15,2026-04-18,50857.12,pranuar,2026-04-19,,M52317021A,sherbim
FAT-0001724,ANG-0000855,NIVF-9883456070,2026-06-09,2026-06-11,4062.54,refuzuar,2026-06-13,Fiskalizim i pavlefshëm,M52317021A,sherbim
FAT-0001725,ANG-0000855,NIVF-2704849667,2026-07-27,2026-07-28,145060.34,pranuar,2026-08-05,,M52317021A,sherbim
FAT-0001726,ANG-0000856,NIVF-5537759407,2026-04-15,2026-04-19,976904.64,pranuar,2026-04-21,,K71707007Q,pune
FAT-0001727,ANG-0000856,NIVF-4768953613,2026-05-13,2026-05-16,24708.15,pranuar,2026-05-19,,K71707007Q,pune
FAT-0001728,ANG-0000856,NIVF-2098890566,2026-06-18,2026-06-19,178387.21,refuzuar,2026-06-20,Gabim në shumën e faturuar,K71707007Q,pune
FAT-0001729,ANG-0000857,NIVF-1445448839,2026-04-15,2026-04-17,24221.0,pranuar,2026-04-22,,L31714005J,mall
FAT-0001730,ANG-0000857,NIVF-7919277667,2026-06-12,2026-06-13,9691.41,pranuar,2026-06-22,,L31714005J,mall
FAT-0001731,ANG-0000857,NIVF-5050907175,2026-07-19,2026-07-22,43087.59,pranuar,2026-07-28,,L31714005J,mall
FAT-0001732,ANG-0000858,NIVF-3623051036,2026-04-14,2026-04-14,121186.26,pranuar,2026-04-16,,K81503063B,mall
FAT-0001733,ANG-0000858,NIVF-2094117849,2026-05-31,2026-06-03,39929.95,refuzuar,2026-06-07,Mungesë dokumentacioni mbështetës,K81503063B,mall
FAT-0001734,ANG-0000858,NIVF-9035781735,2026-07-22,2026-07-22,172212.79,pranuar,2026-07-31,,K81503063B,mall
FAT-0001735,ANG-0000859,NIVF-6733724304,2026-04-15,2026-04-17,54412.99,pranuar,2026-04-19,,L26521001P,sherbim
FAT-0001736,ANG-0000859,NIVF-9495038096,2026-06-07,2026-06-08,26890.79,pranuar,2026-06-11,,L26521001P,sherbim
FAT-0001737,ANG-0000859,NIVF-6975836660,2026-07-06,2026-07-10,18404.22,pranuar,2026-07-11,,L26521001P,sherbim
FAT-0001738,ANG-0000860,NIVF-8107616538,2026-04-17,2026-04-20,132735.87,pranuar,2026-04-28,,L31902011A,sherbim
FAT-0001739,ANG-0000860,NIVF-7574968588,2026-05-30,2026-05-30,27264.13,pranuar,2026-06-03,,L31902011A,sherbim
FAT-0001740,ANG-0000861,NIVF-9460441460,2026-04-12,2026-04-15,98000.0,pranuar,2026-04-16,,K83714004J,mall
FAT-0001741,ANG-0000862,NIVF-4338226116,2026-04-18,2026-04-22,13707.45,pranuar,2026-04-28,,L06503004Q,mall
FAT-0001742,ANG-0000862,NIVF-3644921253,2026-05-27,2026-05-29,43584.12,pranuar,2026-06-04,,L06503004Q,mall
FAT-0001743,ANG-0000862,NIVF-9276025673,2026-06-23,2026-06-26,42708.43,pranuar,2026-06-30,,L06503004Q,mall
FAT-0001744,ANG-0000863,NIVF-6830042648,2026-04-13,2026-04-14,87776.52,pranuar,2026-04-16,,L41726016Q,mall
FAT-0001745,ANG-0000863,NIVF-3393460386,2026-06-08,2026-06-09,51984.48,pranuar,2026-06-14,,L41726016Q,mall
FAT-0001746,ANG-0000863,NIVF-4728677889,2026-07-15,2026-07-17,26905.5,pranuar,2026-07-25,,L41726016Q,mall
FAT-0001747,ANG-0000864,NIVF-4747564710,2026-04-17,2026-04-20,5580335.34,pranuar,2026-04-26,,J91809007H,mall
FAT-0001748,ANG-0000864,NIVF-1650647635,2026-05-29,2026-05-30,5423767.66,pranuar,2026-06-01,,J91809007H,mall
FAT-0001749,ANG-0000865,NIVF-8863916272,2026-04-10,2026-04-12,113993.05,pranuar,2026-04-15,,L52222034F,sherbim
FAT-0001750,ANG-0000865,NIVF-4630223357,2026-05-24,2026-05-25,105806.95,pranuar,2026-06-03,,L52222034F,sherbim
FAT-0001751,ANG-0000866,NIVF-5435555344,2026-04-20,2026-04-21,10519.02,refuzuar,2026-04-28,Mospërputhje me kontratën,L71325019D,sherbim
FAT-0001752,ANG-0000866,NIVF-7759508948,2026-05-10,2026-05-10,5517.85,pranuar,2026-05-19,,L71325019D,sherbim
FAT-0001753,ANG-0000866,NIVF-3477493847,2026-06-23,2026-06-24,12563.12,pranuar,2026-07-02,,L71325019D,sherbim
FAT-0001754,ANG-0000867,NIVF-3795218888,2026-04-11,2026-04-11,57983.72,pranuar,2026-04-18,,M32113053I,sherbim
FAT-0001755,ANG-0000867,NIVF-4925194937,2026-05-23,2026-05-26,141196.42,pranuar,2026-05-29,,M32113053I,sherbim
FAT-0001756,ANG-0000867,NIVF-6102165828,2026-07-02,2026-07-05,42119.86,pranuar,2026-07-06,,M32113053I,sherbim
FAT-0001757,ANG-0000868,NIVF-7187929667,2026-04-19,2026-04-23,0.0,pranuar,2026-04-28,,,mall
FAT-0001758,ANG-0000868,NIVF-9986127986,2026-06-12,2026-06-15,0.0,pranuar,2026-06-21,,,mall
FAT-0001759,ANG-0000869,NIVF-3056448568,2026-04-20,2026-04-23,16873.12,pranuar,2026-04-25,,L71821024L,mall
FAT-0001760,ANG-0000869,NIVF-1447794082,2026-05-27,2026-05-27,7626.88,pranuar,2026-05-31,,L71821024L,mall
FAT-0001761,ANG-0000870,NIVF-4310609761,2026-04-15,2026-04-15,30330.38,pranuar,2026-04-18,,M42126503A,mall
FAT-0001762,ANG-0000870,NIVF-9640563370,2026-05-12,2026-05-15,8949.34,pranuar,2026-05-20,,M42126503A,mall
FAT-0001763,ANG-0000870,NIVF-2041464709,2026-06-21,2026-06-24,10420.28,pranuar,2026-06-26,,M42126503A,mall
FAT-0001764,ANG-0000871,NIVF-9544725047,2026-04-18,2026-04-20,414234.27,pranuar,2026-04-25,,M22318016L,mall
FAT-0001765,ANG-0000871,NIVF-5337093581,2026-05-23,2026-05-24,370765.73,pranuar,2026-05-26,,M22318016L,mall
FAT-0001766,ANG-0000872,NIVF-2254930518,2026-04-21,2026-04-24,67091.71,pranuar,2026-04-26,,L32622601G,mall
FAT-0001767,ANG-0000872,NIVF-4402724399,2026-06-12,2026-06-14,49757.96,pranuar,2026-06-23,,L32622601G,mall
FAT-0001768,ANG-0000872,NIVF-1716449491,2026-07-21,2026-07-21,132350.33,pranuar,2026-07-30,,L32622601G,mall
FAT-0001769,ANG-0000873,NIVF-4098069646,2026-04-16,2026-04-20,474927.69,pranuar,2026-04-24,,J61924005U,sherbim
FAT-0001770,ANG-0000873,NIVF-3445649504,2026-06-02,2026-06-05,59455.93,pranuar,2026-06-11,,J61924005U,sherbim
FAT-0001771,ANG-0000873,NIVF-9674782418,2026-07-06,2026-07-08,259616.39,pranuar,2026-07-09,,J61924005U,sherbim
FAT-0001772,ANG-0000874,NIVF-3048212179,2026-04-12,2026-04-13,5481.06,pranuar,2026-04-20,,K42108801C,sherbim
FAT-0001773,ANG-0000874,NIVF-4794500509,2026-05-20,2026-05-22,232.92,pranuar,2026-05-26,,K42108801C,sherbim
FAT-0001774,ANG-0000874,NIVF-6604736462,2026-06-24,2026-06-26,17892.02,pranuar,2026-07-03,,K42108801C,sherbim
FAT-0001775,ANG-0000875,NIVF-4796154390,2026-04-19,2026-04-22,1828747.58,pranuar,2026-04-28,,J87602809S,mall
FAT-0001776,ANG-0000875,NIVF-3292072042,2026-05-17,2026-05-21,175124.6,pranuar,2026-05-30,,J87602809S,mall
FAT-0001777,ANG-0000875,NIVF-7903445049,2026-06-16,2026-06-19,1618391.81,pranuar,2026-06-21,,J87602809S,mall
FAT-0001778,ANG-0000876,NIVF-7514477593,2026-04-17,2026-04-17,251581.67,pranuar,2026-04-24,,K01515004T,mall
FAT-0001779,ANG-0000876,NIVF-6978980397,2026-05-16,2026-05-20,322545.95,pranuar,2026-05-25,,K01515004T,mall
FAT-0001780,ANG-0000876,NIVF-9340446864,2026-06-28,2026-07-02,73872.37,pranuar,2026-07-10,,K01515004T,mall
FAT-0001781,ANG-0000877,NIVF-9998470008,2026-04-15,2026-04-18,96105.78,pranuar,2026-04-25,,K01529003M,sherbim
FAT-0001782,ANG-0000877,NIVF-4741277929,2026-05-17,2026-05-21,178044.2,pranuar,2026-05-25,,K01529003M,sherbim
FAT-0001783,ANG-0000877,NIVF-6776066814,2026-07-10,2026-07-10,132100.01,pranuar,2026-07-14,,K01529003M,sherbim
FAT-0001784,ANG-0000878,NIVF-5118762810,2026-04-14,2026-04-18,796186.28,pranuar,2026-04-21,,L62311016C,sherbim
FAT-0001785,ANG-0000878,NIVF-3632145729,2026-05-06,2026-05-07,462013.72,pranuar,2026-05-10,,L62311016C,sherbim
FAT-0001786,ANG-0000879,NIVF-7773826275,2026-04-16,2026-04-20,8900.66,pranuar,2026-04-21,,K41420001V,mall
FAT-0001787,ANG-0000879,NIVF-2605094419,2026-05-15,2026-05-16,5012.49,pranuar,2026-05-20,,K41420001V,mall
FAT-0001788,ANG-0000879,NIVF-5334496962,2026-07-07,2026-07-07,37586.84,pranuar,2026-07-09,,K41420001V,mall
FAT-0001789,ANG-0000880,NIVF-6170927671,2026-04-21,2026-04-21,79777.61,pranuar,2026-04-30,,K11715005L,mall
FAT-0001790,ANG-0000880,NIVF-6011802222,2026-05-15,2026-05-17,598.68,pranuar,2026-05-26,,K11715005L,mall
FAT-0001791,ANG-0000880,NIVF-8633598392,2026-06-23,2026-06-27,19623.71,pranuar,2026-07-06,,K11715005L,mall
FAT-0001792,ANG-0000881,NIVF-4285717041,2026-04-19,2026-04-22,1590691.44,pranuar,2026-04-24,,L92605407J,mall
FAT-0001793,ANG-0000881,NIVF-3683079931,2026-05-25,2026-05-29,404308.56,pranuar,2026-06-06,,L92605407J,mall
FAT-0001794,ANG-0000882,NIVF-8153936529,2026-04-09,2026-04-12,3845.75,pranuar,2026-04-14,,J61817047D,sherbim
FAT-0001795,ANG-0000882,NIVF-6521219699,2026-06-01,2026-06-02,2144.25,refuzuar,2026-06-10,Fiskalizim i pavlefshëm,J61817047D,sherbim
FAT-0001796,ANG-0000883,NIVF-9530889451,2026-04-19,2026-04-23,47461.27,pranuar,2026-04-30,,J61904061W,mall
FAT-0001797,ANG-0000883,NIVF-2374518749,2026-06-04,2026-06-06,76429.44,pranuar,2026-06-13,,J61904061W,mall
FAT-0001798,ANG-0000883,NIVF-5653219289,2026-07-06,2026-07-08,3972.18,pranuar,2026-07-10,,J61904061W,mall
FAT-0001799,ANG-0000884,NIVF-9145959967,2026-04-27,2026-04-30,226737.0,pranuar,2026-05-04,,M17305701T,mall
FAT-0001800,ANG-0000885,NIVF-2686807646,2026-04-27,2026-04-27,965466.29,refuzuar,2026-05-03,Mungesë dokumentacioni mbështetës,L22203042N,mall
FAT-0001801,ANG-0000885,NIVF-3437698075,2026-06-08,2026-06-12,3168859.32,pranuar,2026-06-17,,L22203042N,mall
FAT-0001802,ANG-0000885,NIVF-7449219351,2026-07-04,2026-07-05,225874.39,pranuar,2026-07-12,,L22203042N,mall
FAT-0001803,ANG-0000886,NIVF-8617110254,2026-04-13,2026-04-14,10425.65,pranuar,2026-04-23,,J64103483H,mall
FAT-0001804,ANG-0000886,NIVF-9172903598,2026-05-09,2026-05-12,85524.35,pranuar,2026-05-16,,J64103483H,mall
FAT-0001805,ANG-0000887,NIVF-4936083967,2026-04-21,2026-04-21,846000.0,pranuar,2026-04-25,,M42216504H,sherbim
FAT-0001806,ANG-0000888,NIVF-1194172749,2026-04-16,2026-04-16,422384.82,pranuar,2026-04-23,,L41629009A,sherbim
FAT-0001807,ANG-0000888,NIVF-5292084759,2026-05-17,2026-05-18,557615.18,pranuar,2026-05-26,,L41629009A,sherbim
FAT-0001808,ANG-0000889,NIVF-4323700206,2026-04-24,2026-04-26,5684.1,pranuar,2026-05-02,,K52115005W,sherbim
FAT-0001809,ANG-0000889,NIVF-2864825773,2026-06-07,2026-06-10,81421.13,refuzuar,2026-06-13,Mungesë dokumentacioni mbështetës,K52115005W,sherbim
FAT-0001810,ANG-0000889,NIVF-4856874752,2026-07-31,2026-08-02,97228.78,pranuar,2026-08-05,,K52115005W,sherbim
FAT-0001811,ANG-0000890,NIVF-5467372764,2026-04-28,2026-04-30,521700.0,pranuar,2026-05-09,,K52115005W,mall
FAT-0001812,ANG-0000891,NIVF-2962687846,2026-04-23,2026-04-25,16802526.94,pranuar,2026-04-27,,K02003001O,sherbim
FAT-0001813,ANG-0000891,NIVF-5645148025,2026-05-17,2026-05-20,2708759.99,pranuar,2026-05-22,,K02003001O,sherbim
FAT-0001814,ANG-0000891,NIVF-5249684736,2026-07-10,2026-07-11,26809553.07,pranuar,2026-07-12,,K02003001O,sherbim
FAT-0001815,ANG-0000892,NIVF-7397937399,2026-04-25,2026-04-26,100000.0,pranuar,2026-04-27,,K64112603J,sherbim
FAT-0001816,ANG-0000893,NIVF-4813242177,2026-04-28,2026-04-30,10459.21,pranuar,2026-05-07,,J88730334W,mall
FAT-0001817,ANG-0000893,NIVF-9757703868,2026-05-19,2026-05-22,35960.79,pranuar,2026-05-28,,J88730334W,mall
FAT-0001818,ANG-0000894,NIVF-8960735238,2026-04-14,2026-04-18,0.0,pranuar,2026-04-23,,,mall
FAT-0001819,ANG-0000894,NIVF-1596824687,2026-06-05,2026-06-07,0.0,pranuar,2026-06-12,,,mall
FAT-0001820,ANG-0000895,NIVF-1960010419,2026-04-27,2026-04-29,35817.76,pranuar,2026-05-06,,L41817014E,mall
FAT-0001821,ANG-0000895,NIVF-2487127641,2026-06-19,2026-06-21,188382.24,pranuar,2026-06-27,,L41817014E,mall
FAT-0001822,ANG-0000896,NIVF-6917567191,2026-04-17,2026-04-18,506300.0,pranuar,2026-04-20,,L71417022J,mall
FAT-0001823,ANG-0000897,NIVF-6009485895,2026-04-16,2026-04-18,98667.0,refuzuar,2026-04-25,Mospërputhje me kontratën,K31505091L,mall
FAT-0001824,ANG-0000898,NIVF-5488836268,2026-04-18,2026-04-22,53702.99,pranuar,2026-04-27,,L31518004P,sherbim
FAT-0001825,ANG-0000898,NIVF-8783537526,2026-06-01,2026-06-05,5965.94,pranuar,2026-06-12,,L31518004P,sherbim
FAT-0001826,ANG-0000898,NIVF-4225003581,2026-07-27,2026-07-29,40331.07,pranuar,2026-08-04,,L31518004P,sherbim
FAT-0001827,ANG-0000899,NIVF-5879553796,2026-04-28,2026-04-30,389079.05,pranuar,2026-05-09,,K24010212N,mall
FAT-0001828,ANG-0000899,NIVF-5273457719,2026-06-18,2026-06-20,534829.98,pranuar,2026-06-24,,K24010212N,mall
FAT-0001829,ANG-0000899,NIVF-1654798626,2026-07-15,2026-07-18,742246.97,pranuar,2026-07-21,,K24010212N,mall
FAT-0001830,ANG-0000900,NIVF-6222791070,2026-04-15,2026-04-19,916386.0,pranuar,2026-04-24,,K13909401G,pune
FAT-0001831,ANG-0000901,NIVF-3863471382,2026-04-19,2026-04-23,550156.5,pranuar,2026-04-27,,K81503063B,pune
FAT-0001832,ANG-0000902,NIVF-8676160283,2026-04-26,2026-04-30,2582.53,pranuar,2026-05-04,,J66902033R,mall
FAT-0001833,ANG-0000902,NIVF-5777371054,2026-06-23,2026-06-23,97317.47,refuzuar,2026-06-27,Mospërputhje me kontratën,J66902033R,mall
FAT-0001834,ANG-0000903,NIVF-8815020509,2026-04-22,2026-04-24,48837.13,pranuar,2026-05-02,,J66902033R,pune
FAT-0001835,ANG-0000903,NIVF-8754373294,2026-05-21,2026-05-24,12712.33,pranuar,2026-05-29,,J66902033R,pune
FAT-0001836,ANG-0000903,NIVF-8141235073,2026-07-11,2026-07-15,38350.54,pranuar,2026-07-16,,J66902033R,pune
FAT-0001837,ANG-0000904,NIVF-7543250683,2026-04-30,2026-05-02,99900.0,pranuar,2026-05-03,,J66902033R,pune
FAT-0001838,ANG-0000905,NIVF-9377878265,2026-04-27,2026-04-27,79849.71,pranuar,2026-05-03,,K12201002T,mall
FAT-0001839,ANG-0000905,NIVF-3969444840,2026-05-25,2026-05-29,84722.25,pranuar,2026-05-31,,K12201002T,mall
FAT-0001840,ANG-0000905,NIVF-6248027070,2026-07-19,2026-07-21,20892.05,pranuar,2026-07-22,,K12201002T,mall
FAT-0001841,ANG-0000906,NIVF-9187635253,2026-04-28,2026-04-28,58195.48,pranuar,2026-05-05,,L66403006M,mall
FAT-0001842,ANG-0000906,NIVF-1954673498,2026-05-25,2026-05-27,651.17,pranuar,2026-06-01,,L66403006M,mall
FAT-0001843,ANG-0000906,NIVF-1691826422,2026-07-18,2026-07-22,39468.35,pranuar,2026-07-23,,L66403006M,mall
FAT-0001844,ANG-0000907,NIVF-3144443801,2026-04-24,2026-04-25,144.35,pranuar,2026-05-04,,K44125003N,mall
FAT-0001845,ANG-0000907,NIVF-9763695443,2026-06-15,2026-06-19,286821.72,pranuar,2026-06-27,,K44125003N,mall
FAT-0001846,ANG-0000907,NIVF-5583074987,2026-07-16,2026-07-16,586496.94,pranuar,2026-07-22,,K44125003N,mall
FAT-0001847,ANG-0000908,NIVF-5874323202,2026-05-01,2026-05-01,17918.25,pranuar,2026-05-05,,M28204502K,sherbim
FAT-0001848,ANG-0000908,NIVF-3671829855,2026-06-04,2026-06-05,11881.75,pranuar,2026-06-07,,M28204502K,sherbim
FAT-0001849,ANG-0000909,NIVF-8361774607,2026-04-26,2026-04-30,98698.0,pranuar,2026-05-02,,M11902021F,mall
FAT-0001850,ANG-0000910,NIVF-5924199279,2026-04-22,2026-04-24,28255.99,pranuar,2026-04-30,,L12107043O,sherbim
FAT-0001851,ANG-0000910,NIVF-3479880097,2026-05-17,2026-05-21,69942.16,pranuar,2026-05-30,,L12107043O,sherbim
FAT-0001852,ANG-0000910,NIVF-9356607418,2026-06-25,2026-06-28,85626.86,pranuar,2026-07-03,,L12107043O,sherbim
FAT-0001853,ANG-0000911,NIVF-1609708693,2026-04-29,2026-04-29,580063.74,refuzuar,2026-05-01,Mospërputhje me kontratën,J62426002Q,sherbim
FAT-0001854,ANG-0000911,NIVF-7719644655,2026-06-18,2026-06-20,34766.44,pranuar,2026-06-29,,J62426002Q,sherbim
FAT-0001855,ANG-0000911,NIVF-4943253629,2026-07-25,2026-07-25,150169.83,pranuar,2026-07-31,,J62426002Q,sherbim
FAT-0001856,ANG-0000912,NIVF-5500276317,2026-04-27,2026-04-30,133568.22,pranuar,2026-05-08,,L91418502J,sherbim
FAT-0001857,ANG-0000912,NIVF-7017604505,2026-06-09,2026-06-12,375259.32,refuzuar,2026-06-20,Mungesë dokumentacioni mbështetës,L91418502J,sherbim
FAT-0001858,ANG-0000912,NIVF-2419372086,2026-07-05,2026-07-05,46727.45,pranuar,2026-07-07,,L91418502J,sherbim
FAT-0001859,ANG-0000913,NIVF-5329483044,2026-05-04,2026-05-04,381771.4,pranuar,2026-05-12,,J62426002Q,sherbim
FAT-0001860,ANG-0000913,NIVF-6131843846,2026-06-14,2026-06-18,71148.86,pranuar,2026-06-19,,J62426002Q,sherbim
FAT-0001861,ANG-0000913,NIVF-6106725696,2026-07-26,2026-07-30,96779.74,pranuar,2026-08-08,,J62426002Q,sherbim
FAT-0001862,ANG-0000914,NIVF-5549647265,2026-04-22,2026-04-22,100000.0,pranuar,2026-05-01,,M31823508U,pune
FAT-0001863,ANG-0000915,NIVF-9853011774,2026-04-27,2026-04-30,675855.43,pranuar,2026-05-02,,K31419099E,sherbim
FAT-0001864,ANG-0000915,NIVF-8270281980,2026-06-08,2026-06-09,319811.24,pranuar,2026-06-13,,K31419099E,sherbim
FAT-0001865,ANG-0000916,NIVF-7931451343,2026-04-25,2026-04-25,28921.89,refuzuar,2026-05-03,Gabim në shumën e faturuar,L03614803Q,sherbim
FAT-0001866,ANG-0000916,NIVF-6047111282,2026-05-18,2026-05-22,20116.64,pranuar,2026-05-24,,L03614803Q,sherbim
FAT-0001867,ANG-0000916,NIVF-4713306659,2026-06-14,2026-06-18,161.48,pranuar,2026-06-25,,L03614803Q,sherbim
FAT-0001868,ANG-0000917,NIVF-3302778705,2026-04-27,2026-04-27,98000.0,pranuar,2026-05-06,,K73617203B,sherbim
FAT-0001869,ANG-0000918,NIVF-1696549376,2026-04-24,2026-04-27,122675.46,pranuar,2026-05-04,,L82009013H,sherbim
FAT-0001870,ANG-0000918,NIVF-4032713372,2026-05-29,2026-05-29,4764.88,pranuar,2026-06-05,,L82009013H,sherbim
FAT-0001871,ANG-0000918,NIVF-6102045286,2026-07-15,2026-07-16,107559.65,pranuar,2026-07-25,,L82009013H,sherbim
FAT-0001872,ANG-0000919,NIVF-5131626442,2026-05-03,2026-05-03,4211.14,pranuar,2026-05-10,,K31503045V,mall
FAT-0001873,ANG-0000919,NIVF-2229071478,2026-06-20,2026-06-22,51628.86,pranuar,2026-06-29,,K31503045V,mall
FAT-0001874,ANG-0000920,NIVF-7808708825,2026-04-24,2026-04-28,11833.7,pranuar,2026-05-01,,K33729014R,mall
FAT-0001875,ANG-0000920,NIVF-3921115128,2026-05-28,2026-05-30,83166.3,refuzuar,2026-06-01,Mospërputhje me kontratën,K33729014R,mall
FAT-0001876,ANG-0000921,NIVF-4529026110,2026-04-26,2026-04-26,203243.88,pranuar,2026-05-01,,L97006001D,mall
FAT-0001877,ANG-0000921,NIVF-5018681660,2026-06-07,2026-06-09,224356.12,pranuar,2026-06-18,,L97006001D,mall
FAT-0001878,ANG-0000922,NIVF-8251136821,2026-04-22,2026-04-25,52977.23,refuzuar,2026-05-02,Gabim në shumën e faturuar,M41716029V,mall
FAT-0001879,ANG-0000922,NIVF-7713665368,2026-05-12,2026-05-13,48862.63,pranuar,2026-05-16,,M41716029V,mall
FAT-0001880,ANG-0000922,NIVF-4939100387,2026-06-10,2026-06-11,43060.14,pranuar,2026-06-17,,M41716029V,mall
FAT-0001881,ANG-0000923,NIVF-5225786027,2026-04-21,2026-04-24,244766.82,refuzuar,2026-05-01,Gabim në shumën e faturuar,K42701205E,mall
FAT-0001882,ANG-0000923,NIVF-2018053423,2026-06-15,2026-06-19,85233.18,pranuar,2026-06-24,,K42701205E,mall
FAT-0001883,ANG-0000924,NIVF-8542722380,2026-04-30,2026-05-03,98387.29,refuzuar,2026-05-09,Gabim në shumën e faturuar,K67120001D,mall
FAT-0001884,ANG-0000924,NIVF-1503315726,2026-05-20,2026-05-22,1611.71,pranuar,2026-05-28,,K67120001D,mall
FAT-0001885,ANG-0000925,NIVF-9725698024,2026-04-23,2026-04-27,341667.0,pranuar,2026-05-02,,J97426201K,mall
FAT-0001886,ANG-0000926,NIVF-2462841293,2026-04-21,2026-04-23,225000.0,pranuar,2026-04-25,,M21517002R,mall
FAT-0001887,ANG-0000927,NIVF-1849243339,2026-04-29,2026-05-02,58971.27,pranuar,2026-05-08,,M39807401J,mall
FAT-0001888,ANG-0000927,NIVF-7528027461,2026-05-31,2026-06-03,38528.73,pranuar,2026-06-04,,M39807401J,mall
FAT-0001889,ANG-0000928,NIVF-9571820147,2026-04-29,2026-05-02,351309.68,pranuar,2026-05-04,,M01718023C,mall
FAT-0001890,ANG-0000928,NIVF-5338386218,2026-06-13,2026-06-15,148690.32,pranuar,2026-06-20,,M01718023C,mall
FAT-0001891,ANG-0000929,NIVF-5874760383,2026-04-29,2026-05-03,99000.0,pranuar,2026-05-11,,M22108021O,mall
FAT-0001892,ANG-0000930,NIVF-1821264748,2026-04-21,2026-04-22,57876.59,pranuar,2026-05-01,,L51714014K,mall
FAT-0001893,ANG-0000930,NIVF-3549658104,2026-05-18,2026-05-22,92678.87,pranuar,2026-05-27,,L51714014K,mall
FAT-0001894,ANG-0000930,NIVF-2658479715,2026-06-08,2026-06-12,146744.54,pranuar,2026-06-20,,L51714014K,mall
FAT-0001895,ANG-0000931,NIVF-1919992038,2026-04-30,2026-05-02,170951.32,pranuar,2026-05-10,,K36805204D,mall
FAT-0001896,ANG-0000931,NIVF-4622095663,2026-06-12,2026-06-12,39048.68,pranuar,2026-06-21,,K36805204D,mall
FAT-0001897,ANG-0000932,NIVF-4176975529,2026-04-27,2026-04-28,100000.0,pranuar,2026-05-01,,K32802421F,mall
FAT-0001898,ANG-0000933,NIVF-5890197969,2026-04-22,2026-04-24,282154.23,pranuar,2026-04-28,,L52208070A,mall
FAT-0001899,ANG-0000933,NIVF-4702546906,2026-05-22,2026-05-22,195862.75,pranuar,2026-05-26,,L52208070A,mall
FAT-0001900,ANG-0000933,NIVF-4759559412,2026-06-17,2026-06-19,85983.01,pranuar,2026-06-26,,L52208070A,mall
