numri_urdherit_shpenzimit,numri_fatures,data_urdherit_shpenzimit,data_ekzekutimit_pageses,vlera_paguar_faktikisht,afati_aplikueshem_dite
URDH-0001337,FAT-0001470,2026-03-29,2026-04-05,22175.93,30
URDH-0001338,FAT-0001471,2026-05-17,2026-05-21,53892.69,30
URDH-0001339,FAT-0001472,2026-07-18,2026-07-22,8903.88,30
URDH-0001340,FAT-0001473,2026-04-05,2026-04-06,7000.0,30
URDH-0001341,FAT-0001474,2026-04-09,2026-04-18,130206.58,30
URDH-0001342,FAT-0001475,2026-05-10,2026-05-10,79793.42,30
URDH-0001343,FAT-0001476,2026-03-24,2026-04-04,32351.04,30
URDH-0001344,FAT-0001477,2026-04-16,2026-04-16,40520.14,30
URDH-0001345,FAT-0001478,2026-05-28,2026-06-10,24628.82,30
URDH-0001346,FAT-0001479,2026-04-05,2026-04-05,6874.51,30
URDH-0001347,FAT-0001480,2026-06-03,2026-06-03,7125.49,30
URDH-0001348,FAT-0001481,2026-04-11,2026-05-28,49000.0,30
URDH-0001349,FAT-0001482,2026-03-23,2026-03-23,470688.73,30
URDH-0001350,FAT-0001484,2026-04-01,2026-04-26,981200.0,30
URDH-0001351,FAT-0001485,2026-03-26,2026-04-02,72246.55,30
URDH-0001352,FAT-0001486,2026-04-27,2026-04-27,311314.75,30
URDH-0001353,FAT-0001487,2026-06-17,2026-06-17,473438.7,30
URDH-0001354,FAT-0001488,2026-04-12,2026-04-13,400000.0,30
URDH-0001355,FAT-0001489,2026-04-03,2026-04-03,21050.22,30
URDH-0001356,FAT-0001490,2026-05-09,2026-05-11,8949.78,30
URDH-0001357,FAT-0001491,2026-04-04,2026-05-01,91500.0,30
URDH-0001358,FAT-0001492,2026-04-12,2026-04-22,0.0,30
URDH-0001359,FAT-0001493,2026-03-26,2026-03-31,266600.0,30
URDH-0001360,FAT-0001494,2026-04-01,2026-04-01,37220.0,30
URDH-0001361,FAT-0001495,2026-03-29,2026-04-01,2999783.78,30
URDH-0001362,FAT-0001496,2026-05-09,2026-05-09,240081.72,30
URDH-0001363,FAT-0001497,2026-04-01,2026-06-04,283102.93,30
URDH-0001364,FAT-0001498,2026-05-22,2026-06-04,715477.07,30
URDH-0001365,FAT-0001499,2026-03-31,2026-03-31,291945.29,30
URDH-0001366,FAT-0001500,2026-05-28,2026-06-16,192780.77,30
URDH-0001367,FAT-0001501,2026-07-06,2026-07-06,1273.94,30
URDH-0001368,FAT-0001503,2026-04-30,2026-05-20,61164.18,30
URDH-0001369,FAT-0001504,2026-03-30,2026-04-04,35859.53,30
URDH-0001370,FAT-0001506,2026-06-18,2026-06-18,122221.15,30
URDH-0001371,FAT-0001507,2026-04-11,2026-04-11,0.0,30
URDH-0001372,FAT-0001508,2026-03-27,2026-04-16,1038462.01,30
URDH-0001373,FAT-0001509,2026-04-25,2026-05-08,3347537.99,30
URDH-0001374,FAT-0001511,2026-03-23,2026-03-24,3938.31,30
URDH-0001375,FAT-0001512,2026-04-25,2026-05-27,24396.69,30
URDH-0001376,FAT-0001513,2026-04-09,2026-04-09,168.49,30
URDH-0001377,FAT-0001514,2026-05-30,2026-05-30,1498.18,30
URDH-0001378,FAT-0001515,2026-04-01,2026-04-10,48526.99,30
URDH-0001379,FAT-0001516,2026-05-21,2026-05-21,100473.01,30
URDH-0001380,FAT-0001517,2026-04-10,2026-04-22,548.67,30
URDH-0001381,FAT-0001518,2026-05-23,2026-07-01,11331.33,30
URDH-0001382,FAT-0001519,2026-03-31,2026-03-31,177727.13,30
URDH-0001383,FAT-0001520,2026-05-26,2026-06-03,1683672.87,30
URDH-0001384,FAT-0001521,2026-04-06,2026-04-06,326476.76,30
URDH-0001385,FAT-0001522,2026-05-28,2026-05-30,50534.56,30
URDH-0001386,FAT-0001523,2026-07-05,2026-07-05,192988.68,30
URDH-0001387,FAT-0001524,2026-04-09,2026-04-22,36287.33,30
URDH-0001388,FAT-0001525,2026-05-19,2026-06-02,52712.67,30
URDH-0001389,FAT-0001526,2026-04-01,2026-04-14,163551.44,30
URDH-0001390,FAT-0001527,2026-04-26,2026-05-01,14748.56,30
URDH-0001391,FAT-0001528,2026-04-15,2026-04-18,100000.0,30
URDH-0001392,FAT-0001529,2026-04-02,2026-04-17,570097.7,30
URDH-0001393,FAT-0001530,2026-04-28,2026-04-28,934737.45,30
URDH-0001394,FAT-0001531,2026-06-01,2026-06-13,615664.84,30
URDH-0001395,FAT-0001532,2026-03-24,2026-04-11,24901.0,30
URDH-0001396,FAT-0001533,2026-04-07,2026-04-08,50153.81,30
URDH-0001397,FAT-0001534,2026-06-03,2026-06-03,103846.19,30
URDH-0001398,FAT-0001535,2026-04-15,2026-05-04,22073.05,30
URDH-0001399,FAT-0001536,2026-04-27,2026-04-29,553926.95,30
URDH-0001400,FAT-0001537,2026-04-04,2026-04-09,724.12,30
URDH-0001401,FAT-0001538,2026-05-03,2026-05-25,38941.88,30
URDH-0001402,FAT-0001539,2026-04-13,2026-04-13,93267.16,30
URDH-0001403,FAT-0001540,2026-05-16,2026-05-24,6732.84,30
URDH-0001404,FAT-0001541,2026-04-05,2026-06-03,54131.89,30
URDH-0001405,FAT-0001542,2026-05-10,2026-05-18,14139.02,30
URDH-0001406,FAT-0001543,2026-06-30,2026-06-30,2529.09,30
URDH-0001407,FAT-0001544,2026-04-18,2026-04-20,35248.74,30
URDH-0001408,FAT-0001545,2026-06-11,2026-06-11,63931.26,30
URDH-0001409,FAT-0001546,2026-04-10,2026-04-10,23812.53,30
URDH-0001410,FAT-0001547,2026-06-02,2026-06-08,59746.19,30
URDH-0001411,FAT-0001548,2026-07-04,2026-07-05,14647.28,30
URDH-0001412,FAT-0001549,2026-04-13,2026-04-13,345000.0,30
URDH-0001413,FAT-0001550,2026-04-05,2026-04-09,0.0,30
URDH-0001414,FAT-0001551,2026-05-16,2026-05-18,0.0,30
URDH-0001415,FAT-0001552,2026-04-07,2026-04-09,81000.0,30
URDH-0001416,FAT-0001553,2026-04-11,2026-04-14,46899.88,30
URDH-0001417,FAT-0001554,2026-05-16,2026-05-31,1062340.12,30
URDH-0001418,FAT-0001555,2026-04-01,2026-04-01,281112.94,30
URDH-0001419,FAT-0001556,2026-06-04,2026-06-13,1038576.06,30
URDH-0001420,FAT-0001557,2026-04-17,2026-04-23,464018.51,30
URDH-0001421,FAT-0001558,2026-06-01,2026-06-01,110581.49,30
URDH-0001422,FAT-0001559,2026-04-02,2026-04-07,0.0,30
URDH-0001423,FAT-0001560,2026-04-30,2026-05-12,0.0,30
URDH-0001424,FAT-0001561,2026-07-01,2026-07-03,0.0,30
URDH-0001425,FAT-0001562,2026-03-29,2026-04-27,21043.06,30
URDH-0001426,FAT-0001563,2026-05-10,2026-05-29,70756.94,30
URDH-0001427,FAT-0001564,2026-04-18,2026-04-18,302704.56,30
URDH-0001428,FAT-0001565,2026-05-21,2026-05-21,537295.44,30
URDH-0001429,FAT-0001566,2026-04-12,2026-04-25,185000.0,30
URDH-0001430,FAT-0001567,2026-04-20,2026-04-29,2478.3,30
URDH-0001431,FAT-0001568,2026-06-05,2026-06-20,35021.7,30
URDH-0001432,FAT-0001569,2026-04-07,2026-04-25,504974.28,30
URDH-0001433,FAT-0001570,2026-05-18,2026-05-18,465025.72,30
URDH-0001434,FAT-0001571,2026-04-20,2026-04-20,4405.94,30
URDH-0001435,FAT-0001572,2026-05-31,2026-07-26,55658.31,30
URDH-0001436,FAT-0001573,2026-06-27,2026-06-27,30977.75,30
URDH-0001437,FAT-0001574,2026-04-08,2026-04-08,380623.51,30
URDH-0001438,FAT-0001575,2026-05-30,2026-06-13,142321.49,30
URDH-0001439,FAT-0001576,2026-07-17,2026-08-04,382055.0,30
URDH-0001440,FAT-0001577,2026-04-08,2026-04-11,27709062.6,30
URDH-0001441,FAT-0001578,2026-05-12,2026-05-12,11213937.4,30
URDH-0001442,FAT-0001580,2026-04-24,2026-06-27,559334.91,30
URDH-0001443,FAT-0001582,2026-05-05,2026-05-22,1695.21,30
URDH-0001444,FAT-0001583,2026-06-03,2026-06-03,2053.27,30
URDH-0001445,FAT-0001584,2026-04-06,2026-04-06,6840.0,30
URDH-0001446,FAT-0001585,2026-04-16,2026-04-16,9038.4,30
URDH-0001447,FAT-0001586,2026-06-06,2026-06-15,4797.57,30
URDH-0001448,FAT-0001587,2026-07-16,2026-07-27,29497.36,30
URDH-0001449,FAT-0001588,2026-04-11,2026-04-23,5503.79,30
URDH-0001450,FAT-0001589,2026-06-04,2026-06-12,94496.21,30
URDH-0001451,FAT-0001591,2026-04-19,2026-04-19,388500.0,30
URDH-0001452,FAT-0001592,2026-04-10,2026-04-12,159451.62,30
URDH-0001453,FAT-0001593,2026-06-08,2026-06-15,665548.38,30
URDH-0001454,FAT-0001594,2026-04-21,2026-05-01,496831.0,30
URDH-0001455,FAT-0001595,2026-04-20,2026-04-29,787762.21,30
URDH-0001456,FAT-0001596,2026-05-08,2026-05-18,192237.79,30
URDH-0001457,FAT-0001597,2026-04-20,2026-05-03,490500.0,30
URDH-0001458,FAT-0001598,2026-04-24,2026-04-24,300000.0,30
URDH-0001459,FAT-0001599,2026-04-16,2026-04-24,64414.21,30
URDH-0001460,FAT-0001600,2026-06-06,2026-06-06,14530.73,30
URDH-0001461,FAT-0001601,2026-07-05,2026-08-09,76055.06,30
URDH-0001462,FAT-0001602,2026-04-15,2026-04-15,58333.33,30
URDH-0001463,FAT-0001603,2026-04-21,2026-04-25,812200.0,30
URDH-0001464,FAT-0001604,2026-04-20,2026-06-04,1506000.0,30
URDH-0001465,FAT-0001605,2026-04-20,2026-04-20,0.0,30
URDH-0001466,FAT-0001606,2026-06-01,2026-06-03,0.0,30
URDH-0001467,FAT-0001607,2026-07-02,2026-07-02,0.0,30
URDH-0001468,FAT-0001608,2026-04-21,2026-04-21,738000.0,30
URDH-0001469,FAT-0001609,2026-04-05,2026-04-28,87251.37,30
URDH-0001470,FAT-0001610,2026-05-28,2026-05-28,347501.86,30
URDH-0001471,FAT-0001611,2026-07-19,2026-07-19,114246.77,30
URDH-0001472,FAT-0001612,2026-04-22,2026-04-22,276.65,30
URDH-0001473,FAT-0001613,2026-05-24,2026-05-24,131.43,30
URDH-0001474,FAT-0001614,2026-06-25,2026-06-28,2536.42,30
URDH-0001475,FAT-0001615,2026-04-17,2026-04-25,84388.02,30
URDH-0001476,FAT-0001616,2026-06-07,2026-06-09,171609.79,30
URDH-0001477,FAT-0001617,2026-07-07,2026-07-08,62752.2,30
URDH-0001478,FAT-0001619,2026-06-06,2026-06-06,2369207.84,30
URDH-0001479,FAT-0001620,2026-08-14,2026-08-14,3901971.78,30
URDH-0001480,FAT-0001621,2026-04-25,2026-04-25,12880.9,30
URDH-0001481,FAT-0001622,2026-05-28,2026-06-15,5919.25,30
URDH-0001482,FAT-0001623,2026-06-19,2026-06-21,5758.19,30
URDH-0001483,FAT-0001624,2026-04-12,2026-04-25,211750.0,30
URDH-0001484,FAT-0001625,2026-04-19,2026-04-26,40692.8,30
URDH-0001485,FAT-0001626,2026-05-06,2026-05-18,14411.61,30
URDH-0001486,FAT-0001627,2026-06-08,2026-06-09,25978.93,30
URDH-0001487,FAT-0001628,2026-04-05,2026-04-28,100000.0,30
URDH-0001488,FAT-0001629,2026-04-18,2026-04-24,31326.22,30
URDH-0001489,FAT-0001630,2026-06-02,2026-06-02,68673.78,30
URDH-0001490,FAT-0001631,2026-04-19,2026-05-01,950000.0,30
URDH-0001491,FAT-0001632,2026-04-13,2026-04-13,128416.52,30
URDH-0001492,FAT-0001633,2026-05-23,2026-06-06,215783.48,30
URDH-0001493,FAT-0001634,2026-04-19,2026-04-24,70715.91,30
URDH-0001494,FAT-0001635,2026-06-05,2026-06-05,17300.04,30
URDH-0001495,FAT-0001636,2026-07-17,2026-08-02,11984.06,30
URDH-0001496,FAT-0001637,2026-04-11,2026-04-24,14774.0,30
URDH-0001497,FAT-0001638,2026-05-10,2026-05-13,120226.0,30
URDH-0001498,FAT-0001639,2026-04-16,2026-04-27,267000.0,30
URDH-0001499,FAT-0001640,2026-04-23,2026-04-23,12760.32,30
URDH-0001500,FAT-0001641,2026-05-20,2026-05-29,1265.41,30
URDH-0001501,FAT-0001642,2026-06-24,2026-06-24,307.27,30
URDH-0001502,FAT-0001643,2026-04-09,2026-04-26,171845.0,30
URDH-0001503,FAT-0001644,2026-05-30,2026-05-30,28155.0,30
URDH-0001504,FAT-0001645,2026-04-27,2026-05-01,9.25,30
URDH-0001505,FAT-0001646,2026-06-07,2026-06-18,65.85,30
URDH-0001506,FAT-0001647,2026-07-09,2026-07-19,24.61,30
URDH-0001507,FAT-0001648,2026-04-13,2026-04-29,128583.21,30
URDH-0001508,FAT-0001649,2026-06-07,2026-06-11,110316.79,30
URDH-0001509,FAT-0001650,2026-04-30,2026-05-10,321082.25,30
URDH-0001510,FAT-0001651,2026-06-01,2026-06-08,77906.75,30
URDH-0001511,FAT-0001652,2026-04-23,2026-04-30,389000.0,30
URDH-0001512,FAT-0001653,2026-04-21,2026-05-07,89000.0,30
URDH-0001513,FAT-0001654,2026-04-28,2026-05-07,100000.0,30
URDH-0001514,FAT-0001655,2026-04-21,2026-06-08,80000.0,30
URDH-0001515,FAT-0001656,2026-04-18,2026-04-18,63950.93,30
URDH-0001516,FAT-0001657,2026-05-17,2026-05-17,48365.63,30
URDH-0001517,FAT-0001658,2026-06-23,2026-07-09,107683.44,30
URDH-0001518,FAT-0001659,2026-04-25,2026-05-01,93242.36,30
URDH-0001519,FAT-0001660,2026-05-29,2026-05-30,159615.76,30
URDH-0001520,FAT-0001661,2026-07-26,2026-07-26,247141.88,30
URDH-0001521,FAT-0001662,2026-04-20,2026-05-10,326900.0,30
URDH-0001522,FAT-0001663,2026-04-20,2026-06-09,98000.0,30
URDH-0001523,FAT-0001664,2026-04-24,2026-04-24,50000.0,30
URDH-0001524,FAT-0001665,2026-04-30,2026-05-01,98333.3,30
URDH-0001525,FAT-0001666,2026-04-21,2026-06-06,8316.14,30
URDH-0001526,FAT-0001667,2026-05-18,2026-05-18,21970.75,30
URDH-0001527,FAT-0001668,2026-07-11,2026-07-24,69713.1,30
URDH-0001528,FAT-0001669,2026-04-16,2026-04-16,32911.69,30
URDH-0001529,FAT-0001670,2026-05-22,2026-05-22,5988.31,30
URDH-0001530,FAT-0001671,2026-04-22,2026-04-22,5149.71,30
URDH-0001531,FAT-0001673,2026-04-17,2026-04-18,55921.1,30
URDH-0001532,FAT-0001674,2026-05-30,2026-06-07,43278.9,30
URDH-0001533,FAT-0001676,2026-06-22,2026-07-13,2590.79,30
URDH-0001534,FAT-0001677,2026-04-20,2026-05-05,152019.79,30
URDH-0001535,FAT-0001678,2026-06-11,2026-07-02,208082.87,30
URDH-0001536,FAT-0001679,2026-07-04,2026-07-18,139897.34,30
URDH-0001537,FAT-0001680,2026-04-21,2026-04-25,64000.0,30
URDH-0001538,FAT-0001681,2026-04-26,2026-04-27,29820.0,30
URDH-0001539,FAT-0001684,2026-07-28,2026-07-28,23662.31,30
URDH-0001540,FAT-0001685,2026-04-11,2026-05-17,24834.97,30
URDH-0001541,FAT-0001686,2026-05-18,2026-05-18,3500.94,30
URDH-0001542,FAT-0001687,2026-06-14,2026-06-16,14997.09,30
URDH-0001543,FAT-0001688,2026-04-10,2026-04-16,819000.0,30
URDH-0001544,FAT-0001689,2026-04-21,2026-04-21,243700.0,30
URDH-0001545,FAT-0001690,2026-04-25,2026-04-25,13029.65,30
URDH-0001546,FAT-0001691,2026-05-22,2026-05-22,40270.03,30
URDH-0001547,FAT-0001692,2026-06-12,2026-06-12,28366.32,30
URDH-0001548,FAT-0001693,2026-04-21,2026-05-04,122048.59,30
URDH-0001549,FAT-0001694,2026-05-31,2026-06-23,118451.41,30
URDH-0001550,FAT-0001695,2026-04-20,2026-04-29,7736.17,30
URDH-0001551,FAT-0001696,2026-05-25,2026-05-27,80290.83,30
URDH-0001552,FAT-0001697,2026-04-25,2026-04-25,9674314.76,30
URDH-0001553,FAT-0001698,2026-05-11,2026-05-19,6349385.24,30
URDH-0001554,FAT-0001699,2026-04-14,2026-04-14,467890.0,30
URDH-0001555,FAT-0001700,2026-04-17,2026-04-29,19993.2,30
URDH-0001556,FAT-0001701,2026-06-07,2026-06-07,52906.8,30
URDH-0001557,FAT-0001702,2026-04-19,2026-05-02,420120.43,30
URDH-0001558,FAT-0001703,2026-06-12,2026-06-12,557061.24,30
URDH-0001559,FAT-0001704,2026-08-03,2026-09-03,22818.33,30
URDH-0001560,FAT-0001705,2026-04-23,2026-04-23,206966.02,30
URDH-0001561,FAT-0001706,2026-05-17,2026-06-06,111033.98,30
URDH-0001562,FAT-0001707,2026-04-18,2026-04-18,30000.0,30
URDH-0001563,FAT-0001708,2026-04-20,2026-04-28,44377.0,30
URDH-0001564,FAT-0001709,2026-05-31,2026-06-07,284023.0,30
URDH-0001565,FAT-0001710,2026-04-27,2026-05-07,286591.66,30
URDH-0001566,FAT-0001711,2026-05-17,2026-05-17,79408.34,30
URDH-0001567,FAT-0001713,2026-04-11,2026-04-13,97589.61,30
URDH-0001568,FAT-0001714,2026-06-13,2026-06-23,1697410.39,30
URDH-0001569,FAT-0001715,2026-04-27,2026-04-27,308740.0,30
URDH-0001570,FAT-0001716,2026-04-24,2026-04-24,356757.4,30
URDH-0001571,FAT-0001717,2026-05-26,2026-05-29,187742.6,30
URDH-0001572,FAT-0001718,2026-04-24,2026-04-25,482793.16,30
URDH-0001573,FAT-0001719,2026-05-21,2026-05-21,285020.91,30
URDH-0001574,FAT-0001720,2026-06-08,2026-06-20,29685.93,30
URDH-0001575,FAT-0001721,2026-05-01,2026-05-01,395171.47,30
URDH-0001576,FAT-0001722,2026-06-23,2026-07-02,109828.53,30
URDH-0001577,FAT-0001723,2026-04-26,2026-04-30,50857.12,30
URDH-0001578,FAT-0001725,2026-08-10,2026-08-16,145060.34,30
URDH-0001579,FAT-0001726,2026-04-25,2026-06-22,976904.64,30
URDH-0001580,FAT-0001727,2026-05-23,2026-05-25,24708.15,30
URDH-0001581,FAT-0001729,2026-04-25,2026-05-14,24221.0,30
URDH-0001582,FAT-0001730,2026-06-26,2026-07-05,9691.41,30
URDH-0001583,FAT-0001731,2026-07-31,2026-07-31,43087.59,30
URDH-0001584,FAT-0001732,2026-04-20,2026-05-11,121186.26,30
URDH-0001585,FAT-0001734,2026-08-01,2026-08-16,172212.79,30
URDH-0001586,FAT-0001735,2026-04-22,2026-05-03,54412.99,30
URDH-0001587,FAT-0001736,2026-06-17,2026-07-01,26890.79,30
URDH-0001588,FAT-0001737,2026-07-16,2026-07-16,18404.22,30
URDH-0001589,FAT-0001738,2026-05-03,2026-05-03,132735.87,30
URDH-0001590,FAT-0001739,2026-06-09,2026-06-16,27264.13,30
URDH-0001591,FAT-0001740,2026-04-20,2026-04-20,98000.0,30
URDH-0001592,FAT-0001741,2026-04-29,2026-05-06,13707.45,30
URDH-0001593,FAT-0001742,2026-06-08,2026-06-08,43584.12,30
URDH-0001594,FAT-0001743,2026-07-07,2026-07-15,42708.43,30
URDH-0001595,FAT-0001744,2026-04-23,2026-06-07,87776.52,30
URDH-0001596,FAT-0001745,2026-06-15,2026-06-15,51984.48,30
URDH-0001597,FAT-0001746,2026-07-27,2026-07-27,26905.5,30
URDH-0001598,FAT-0001747,2026-04-28,2026-05-02,5580335.34,30
URDH-0001599,FAT-0001748,2026-06-04,2026-06-22,5423767.66,30
URDH-0001600,FAT-0001749,2026-04-19,2026-04-24,113993.05,30
URDH-0001601,FAT-0001750,2026-06-05,2026-07-11,105806.95,30
URDH-0001602,FAT-0001752,2026-05-24,2026-06-30,5517.85,30
URDH-0001603,FAT-0001753,2026-07-05,2026-07-05,12563.12,30
URDH-0001604,FAT-0001754,2026-04-20,2026-05-10,57983.72,30
URDH-0001605,FAT-0001755,2026-05-31,2026-06-09,141196.42,30
URDH-0001606,FAT-0001756,2026-07-10,2026-07-29,42119.86,30
URDH-0001607,FAT-0001757,2026-05-05,2026-05-12,0.0,30
URDH-0001608,FAT-0001758,2026-06-22,2026-06-22,0.0,30
URDH-0001609,FAT-0001759,2026-04-28,2026-04-28,16873.12,30
URDH-0001610,FAT-0001760,2026-06-04,2026-06-04,7626.88,30
URDH-0001611,FAT-0001761,2026-04-22,2026-04-24,30330.38,30
URDH-0001612,FAT-0001762,2026-05-27,2026-06-07,8949.34,30
URDH-0001613,FAT-0001763,2026-07-01,2026-07-06,10420.28,30
URDH-0001614,FAT-0001764,2026-04-29,2026-04-29,414234.27,30
URDH-0001615,FAT-0001765,2026-06-01,2026-06-13,370765.73,30
URDH-0001616,FAT-0001766,2026-05-01,2026-05-17,67091.71,30
URDH-0001617,FAT-0001767,2026-06-26,2026-07-24,49757.96,30
URDH-0001618,FAT-0001768,2026-07-31,2026-08-15,132350.33,30
URDH-0001619,FAT-0001769,2026-04-28,2026-04-28,474927.69,30
URDH-0001620,FAT-0001770,2026-06-15,2026-06-21,59455.93,30
URDH-0001621,FAT-0001771,2026-07-10,2026-07-14,259616.39,30
URDH-0001622,FAT-0001772,2026-04-26,2026-04-26,5481.06,30
URDH-0001623,FAT-0001773,2026-05-29,2026-05-29,232.92,30
URDH-0001624,FAT-0001774,2026-07-09,2026-07-09,17892.02,30
URDH-0001625,FAT-0001775,2026-05-04,2026-05-29,1828747.58,30
URDH-0001626,FAT-0001776,2026-06-03,2026-06-03,175124.6,30
URDH-0001627,FAT-0001777,2026-06-24,2026-07-13,1618391.81,30
URDH-0001628,FAT-0001778,2026-04-26,2026-05-03,251581.67,30
URDH-0001629,FAT-0001779,2026-05-27,2026-05-29,322545.95,30
URDH-0001630,FAT-0001780,2026-07-17,2026-09-06,73872.37,30
URDH-0001631,FAT-0001781,2026-04-30,2026-05-13,96105.78,30
URDH-0001632,FAT-0001782,2026-05-30,2026-06-29,178044.2,30
URDH-0001633,FAT-0001783,2026-07-20,2026-07-20,132100.01,30
URDH-0001634,FAT-0001784,2026-04-23,2026-06-03,796186.28,30
URDH-0001635,FAT-0001785,2026-05-13,2026-06-20,462013.72,30
URDH-0001636,FAT-0001786,2026-04-23,2026-05-10,8900.66,30
URDH-0001637,FAT-0001787,2026-05-26,2026-05-30,5012.49,30
URDH-0001638,FAT-0001788,2026-07-14,2026-07-24,37586.84,30
URDH-0001639,FAT-0001789,2026-05-07,2026-05-07,79777.61,30
URDH-0001640,FAT-0001790,2026-05-29,2026-05-29,598.68,30
URDH-0001641,FAT-0001791,2026-07-09,2026-07-09,19623.71,30
URDH-0001642,FAT-0001792,2026-04-30,2026-04-30,1590691.44,30
URDH-0001643,FAT-0001793,2026-06-10,2026-06-10,404308.56,30
URDH-0001644,FAT-0001794,2026-04-15,2026-04-23,3845.75,30
URDH-0001645,FAT-0001796,2026-05-02,2026-05-02,47461.27,30
URDH-0001646,FAT-0001797,2026-06-20,2026-06-20,76429.44,30
URDH-0001647,FAT-0001798,2026-07-17,2026-07-17,3972.18,30
URDH-0001648,FAT-0001799,2026-05-05,2026-05-05,226737.0,30
URDH-0001649,FAT-0001801,2026-06-20,2026-06-27,3168859.32,30
URDH-0001650,FAT-0001802,2026-07-16,2026-07-28,225874.39,30
URDH-0001651,FAT-0001803,2026-04-30,2026-04-30,10425.65,30
URDH-0001652,FAT-0001804,2026-05-22,2026-05-22,85524.35,30
URDH-0001653,FAT-0001805,2026-04-26,2026-05-16,846000.0,30
URDH-0001654,FAT-0001806,2026-04-29,2026-05-13,422384.82,30
URDH-0001655,FAT-0001807,2026-06-02,2026-06-02,557615.18,30
URDH-0001656,FAT-0001808,2026-05-07,2026-05-07,5684.1,30
URDH-0001657,FAT-0001810,2026-08-06,2026-08-11,97228.78,30
URDH-0001658,FAT-0001811,2026-05-15,2026-06-07,521700.0,30
URDH-0001659,FAT-0001812,2026-05-03,2026-05-18,16802526.94,30
URDH-0001660,FAT-0001813,2026-05-29,2026-06-06,2708759.99,30
URDH-0001661,FAT-0001814,2026-07-18,2026-07-29,26809553.07,30
URDH-0001662,FAT-0001815,2026-04-29,2026-05-14,100000.0,30
URDH-0001663,FAT-0001816,2026-05-12,2026-05-16,10459.21,30
URDH-0001664,FAT-0001817,2026-06-01,2026-06-08,35960.79,30
URDH-0001665,FAT-0001818,2026-04-25,2026-04-25,0.0,30
URDH-0001666,FAT-0001819,2026-06-14,2026-06-14,0.0,30
URDH-0001667,FAT-0001820,2026-05-13,2026-06-21,35817.76,30
URDH-0001668,FAT-0001821,2026-07-01,2026-07-09,188382.24,30
URDH-0001669,FAT-0001822,2026-04-26,2026-04-29,506300.0,30
URDH-0001670,FAT-0001824,2026-04-28,2026-04-28,53702.99,30
URDH-0001671,FAT-0001825,2026-06-19,2026-06-24,5965.94,30
URDH-0001672,FAT-0001826,2026-08-08,2026-08-25,40331.07,30
URDH-0001673,FAT-0001827,2026-05-14,2026-05-14,389079.05,30
URDH-0001674,FAT-0001828,2026-06-30,2026-06-30,534829.98,30
URDH-0001675,FAT-0001829,2026-07-28,2026-07-28,742246.97,30
URDH-0001676,FAT-0001830,2026-04-30,2026-05-06,916386.0,30
URDH-0001677,FAT-0001831,2026-04-28,2026-05-07,550156.5,30
URDH-0001678,FAT-0001832,2026-05-06,2026-05-22,2582.53,30
URDH-0001679,FAT-0001834,2026-05-09,2026-05-10,48837.13,30
URDH-0001680,FAT-0001835,2026-05-30,2026-06-06,12712.33,30
URDH-0001681,FAT-0001836,2026-07-21,2026-07-21,38350.54,30
URDH-0001682,FAT-0001837,2026-05-08,2026-05-10,99900.0,30
URDH-0001683,FAT-0001838,2026-05-08,2026-05-12,79849.71,30
URDH-0001684,FAT-0001839,2026-06-01,2026-06-23,84722.25,30
URDH-0001685,FAT-0001840,2026-07-27,2026-08-09,20892.05,30
URDH-0001686,FAT-0001841,2026-05-11,2026-05-11,58195.48,30
URDH-0001687,FAT-0001842,2026-06-04,2026-06-23,651.17,30
URDH-0001688,FAT-0001843,2026-07-26,2026-08-04,39468.35,30
URDH-0001689,FAT-0001844,2026-05-06,2026-05-14,144.35,30
URDH-0001690,FAT-0001845,2026-06-28,2026-06-28,286821.72,30
URDH-0001691,FAT-0001846,2026-07-28,2026-07-28,586496.94,30
URDH-0001692,FAT-0001847,2026-05-11,2026-05-23,17918.25,30
URDH-0001693,FAT-0001848,2026-06-13,2026-06-25,11881.75,30
URDH-0001694,FAT-0001849,2026-05-06,2026-05-06,98698.0,30
URDH-0001695,FAT-0001850,2026-05-03,2026-05-08,28255.99,30
URDH-0001696,FAT-0001851,2026-06-06,2026-07-02,69942.16,30
URDH-0001697,FAT-0001852,2026-07-04,2026-07-04,85626.86,30
URDH-0001698,FAT-0001854,2026-06-30,2026-06-30,34766.44,30
URDH-0001699,FAT-0001855,2026-08-02,2026-08-03,150169.83,30
URDH-0001700,FAT-0001856,2026-05-09,2026-05-17,133568.22,30
URDH-0001701,FAT-0001858,2026-07-11,2026-08-01,46727.45,30
URDH-0001702,FAT-0001859,2026-05-16,2026-05-16,381771.4,30
URDH-0001703,FAT-0001860,2026-06-20,2026-06-28,71148.86,30
URDH-0001704,FAT-0001861,2026-08-12,2026-08-22,96779.74,30
URDH-0001705,FAT-0001862,2026-05-07,2026-05-07,100000.0,30
URDH-0001706,FAT-0001863,2026-05-04,2026-05-07,675855.43,30
URDH-0001707,FAT-0001864,2026-06-18,2026-07-01,319811.24,30
URDH-0001708,FAT-0001866,2026-05-31,2026-05-31,20116.64,30
URDH-0001709,FAT-0001867,2026-06-27,2026-08-08,161.48,30
URDH-0001710,FAT-0001868,2026-05-10,2026-05-19,98000.0,30
URDH-0001711,FAT-0001869,2026-05-09,2026-06-18,122675.46,30
URDH-0001712,FAT-0001870,2026-06-12,2026-06-12,4764.88,30
